E_Curvature, E_Area, E_Regularization, E_Total ((pN.nm)), Mean Force (pN)
10.2931, 9.83602, 0, 25.5293, 0.00412556
8.51177, 1.07848, 11.0818, 21.6232, 0.0432326
12.5893, 10.3844, 4.93037, 28.952, 0.0375168
14.3692, 8.33135, 1.45335, 25.1639, 0.0648116
9.83405, 8.46395, 0.63574, 20.0009, 0.0519166
11.7556, 8.4546, 0.186067, 21.4517, 0.0141244
9.91241, 8.44391, 0.110191, 19.5454, 0.00658296
8.27548, 8.43467, 0.0834049, 17.8799, 0.00464696
10.7885, 8.42661, 0.108129, 20.4198, 0.00459999
8.19124, 8.41955, 0.0821493, 17.7977, 0.00595105
11.3498, 8.41343, 0.000159583, 20.8756, 0.00220515
12.1774, 8.30556, 0.000841553, 21.6007, 0.00248579
12.4222, 8.24369, 0.00237003, 21.7895, 0.00219907
12.0118, 8.20527, 0.00020722, 21.3425, 0.000960907
11.2787, 8.14163, 0.000355465, 20.5492, 0.00393525
11.2323, 8.09173, 0.00143256, 20.4569, 0.00589293
11.615, 8.05682, 0.00181357, 20.8077, 0.00417794
10.8432, 8.03152, 0.00216925, 20.0133, 0.00736129
9.24049, 8.01262, 0.00472988, 18.3963, 0.00294029
11.1815, 7.99815, 0.00393464, 20.3239, 0.00233788
9.37836, 7.98684, 0.00505063, 18.5122, 0.00143738
9.94359, 7.97784, 1.3216e-05, 19.4262, 0.00582199
9.71858, 7.9533, 4.43676e-05, 19.1769, 0.00310881
12.8121, 7.93301, 0.000160353, 22.2506, 0.00953513
12.75, 7.91648, 0.000288072, 22.1723, 0.00183744
11.0266, 7.90289, 0.000746781, 20.436, 0.00347217
10.2447, 7.89161, 0.000899566, 19.6432, 0.00423691
10.6455, 7.88219, 0.000982069, 20.0348, 0.00174367
8.45154, 7.87426, 8.03591e-06, 17.8321, 0.00110684
12.9372, 7.86436, 3.30465e-05, 22.308, 0.00417736
10.2747, 7.85596, 4.8426e-06, 19.6372, 0.00551988
11.8934, 7.84833, 2.34747e-05, 21.2484, 0.00590519
9.79348, 7.8418, 5.33745e-05, 19.1421, 0.00550171
11.4786, 7.83619, 2.24709e-06, 20.8216, 0.00686977
9.63201, 7.83095, 2.11827e-06, 18.9698, 0.00473039
11.9057, 7.82634, 1.11094e-05, 21.2389, 0.00430965
8.92124, 7.82235, 1.57687e-05, 18.2506, 0.00235492
10.7083, 7.81889, 1.5743e-06, 20.0343, 0.00745348
8.9436, 7.81574, 4.33339e-06, 18.2664, 0.00354709
9.96935, 7.81299, 7.52585e-06, 19.2894, 0.00193455
10.3491, 7.8106, 1.33868e-05, 19.6668, 0.00417142
11.4796, 7.80851, 1.35812e-05, 21.2716, 0.0042414
9.63601, 7.80668, 2.06199e-05, 19.4261, 0.00307615
11.0597, 7.80508, 2.73175e-07, 20.8481, 0.00462565
7.77336, 7.80361, 8.68319e-07, 17.5601, 0.0052461
10.7574, 7.80231, 1.30457e-06, 20.5428, 0.00112072
8.75551, 7.80118, 1.4315e-07, 18.5397, 0.00664489
10.798, 7.80017, 4.63855e-07, 20.5811, 0.00256049
12.625, 7.79929, 7.00417e-07, 22.4071, 0.0059842
10.9877, 7.79852, 1.23737e-06, 20.7691, 0.00268919
10.3924, 7.79784, 1.70434e-06, 20.173, 0.002968
16.1687, 7.79724, 3.18333e-06, 25.9487, 0.00431854
13.7733, 7.79671, 2.31111e-08, 23.5527, 0.00557764
12.6157, 7.79625, 2.06879e-07, 22.3946, 0.0031604
10.8763, 7.79583, 1.63385e-07, 20.6547, 0.00444198
10.889, 7.79547, 3.88567e-07, 20.6671, 0.00690689
12.3771, 7.79515, 5.12395e-07, 22.1548, 0.0189844
12.2587, 7.79488, 4.3366e-07, 22.0361, 0.00914467
10.192, 7.79463, 4.45599e-07, 19.9692, 0.0047402
11.8789, 7.79441, 5.53063e-07, 21.6558, 0.00423689
13.7137, 7.79422, 9.98964e-07, 23.4904, 0.00282384
10.1559, 7.79406, 2.6876e-09, 20.5591, 0.0021372
12.387, 7.79391, 8.88909e-09, 22.7899, 0.0042212
10.9925, 7.79378, 1.35309e-09, 21.3953, 0.00269021
9.00077, 7.79366, 6.68629e-09, 19.4034, 0.00177633
8.39243, 7.79356, 8.6871e-09, 18.7949, 0.00456778
13.5905, 7.79347, 8.54816e-10, 23.993, 0.0053781
10.1504, 7.79339, 2.45766e-09, 20.5527, 0.00569317
8.94217, 7.79332, 4.46034e-10, 19.3444, 0.00646388
9.14734, 7.79326, 3.45464e-10, 19.5495, 0.00250879
8.99599, 7.79321, 2.0507e-10, 19.3981, 0.00659886
10.588, 7.79316, 5.77672e-10, 20.9901, 0.00245326
8.96104, 7.79312, 1.43336e-09, 19.363, 0.0109582
12.6251, 7.79308, 1.33647e-09, 23.027, 0.00283604
9.63993, 7.79305, 3.82935e-09, 20.0418, 0.00387419
7.97635, 7.79302, 3.83575e-09, 18.3782, 0.00435551
9.01513, 7.793, 7.43275e-09, 19.4169, 0.00628023
10.0077, 7.79298, 3.9493e-11, 20.4095, 0.00698834
9.67504, 7.79296, 1.59854e-10, 20.0768, 0.00347048
7.32574, 7.79294, 3.12813e-11, 17.7275, 0.00840291
13.867, 7.79292, 8.48463e-11, 24.2687, 0.0083742
10.6579, 7.79291, 1.99743e-10, 21.8841, 0.00150131
11.427, 7.7929, 1.1075e-11, 22.6533, 0.00461113
9.32812, 7.79289, 2.42257e-11, 20.5544, 0.00537798
9.08127, 7.79288, 1.01402e-10, 20.3075, 0.00287285
11.6185, 7.79287, 7.1302e-12, 22.8447, 0.0069754
8.38074, 7.79287, 2.26597e-11, 19.607, 0.00458454
10.0441, 7.79286, 3.40621e-11, 21.2703, 0.00268043
10.3489, 7.79285, 6.85964e-11, 21.5751, 0.00750255
7.87791, 7.79285, 1.01963e-10, 19.1041, 0.00773481
12.2918, 7.79285, 8.3792e-11, 23.518, 0.00384576
12.0305, 7.79284, 9.7705e-13, 23.2566, 0.00293598
8.25769, 7.79284, 4.21921e-12, 19.4839, 0.00474651
10.4832, 7.79284, 7.17504e-13, 21.7094, 0.00144601
14.8643, 7.79283, 2.28044e-12, 26.0904, 0.00309406
8.68562, 7.79283, 5.87419e-12, 19.9118, 0.00330745
11.8722, 7.79283, 6.93131e-12, 23.0984, 0.00627492
9.33741, 7.79283, 2.7442e-13, 20.5636, 0.00473605
10.7554, 7.79283, 8.87043e-13, 21.9816, 0.00674776
12.1595, 7.79282, 2.12929e-12, 23.3856, 0.011144
11.1555, 7.79282, 2.72109e-12, 22.3816, 0.00840488
13.1353, 7.79282, 4.01141e-12, 25.4467, 0.00269041
