Energy-Curvature, -Area, -Regularization, -Total ((pN.nm)); Mean Force (pN)
1017.1, 9.84336e-08, 53.4636, 1.00905e+06, 2.40219
1169.91, 0.00107497, 1078.54, 1.00582e+06, 3.7456
1381.65, 0.00746356, 777.864, 1.00286e+06, 4.6887
1592.82, 0.0208916, 774.161, 1.00069e+06, 3.95356
1783.75, 0.0399985, 1095.43, 998870, 4.49247
2079.48, 0.0853056, 1525.41, 996150, 5.35579
2359.5, 0.152349, 1693.52, 993133, 5.62733
2591.5, 0.235215, 1660.31, 990058, 5.76295
2732.81, 0.307558, 1690.64, 987618, 6.03886
2860.53, 0.402428, 1745.14, 985000, 6.26915
2950.38, 0.502251, 1936.64, 982709, 6.732
3049.68, 0.674019, 2102.12, 980149, 7.69627
3145.42, 0.927254, 2276.31, 976776, 8.58314
3240.96, 1.31053, 2493.78, 972654, 9.11265
3314.11, 1.76468, 2632.12, 969275, 9.36921
3354.87, 2.26618, 2728.05, 966051, 9.4712
3361.57, 2.9318, 2795.8, 961962, 10.5527
3336.76, 3.62914, 2744.33, 958407, 10.6857
3293.16, 4.33184, 2792.44, 955298, 10.612
3231.1, 5.21709, 2920.35, 952001, 11.223
3172.42, 6.11398, 3069.04, 948694, 11.7782
3113.31, 7.25955, 3094.78, 944981, 11.9878
3071.86, 8.4305, 3121.51, 941861, 12.5282
3038.36, 9.91606, 3190.6, 938471, 12.7843
2978.76, 9.74065, 3345.68, 938174, 19.633
2963.38, 9.76447, 1048.79, 934969, 9.76557
2967.87, 9.81302, 963.847, 934516, 8.5469
2982.57, 9.91259, 992.824, 934040, 8.68243
3011.78, 10.0782, 996.447, 933386, 9.69904
3049.72, 10.2754, 1047.09, 932752, 9.98105
3087.99, 10.4583, 1110.23, 932114, 9.81835
3153.8, 10.7664, 1280.67, 931533, 9.55208
3179.8, 10.8914, 1341.24, 931233, 9.52002
3256.42, 11.2674, 1391.22, 930262, 9.02487
3314.38, 11.5614, 1522.97, 929621, 9.46914
3366.02, 11.8386, 1627.69, 929006, 9.7724
3422.33, 12.1617, 1712.98, 928262, 9.68863
3483.31, 12.5384, 1805.35, 927403, 9.54513
3535.13, 12.8877, 1862.78, 926561, 9.76854
3603.31, 13.3942, 1894.12, 925261, 10.4711
3660.27, 13.8661, 1961.81, 924173, 11.1645
3718.21, 14.414, 2062.82, 922938, 11.3655
3776.18, 15.0527, 2204.3, 921548, 11.3316
3708.29, 14.9958, 2022.64, 921101, 15.1425
3666.85, 15.1712, 979.52, 919168, 9.12336
3669.85, 15.3788, 993.138, 918637, 7.56238
3708.62, 15.6155, 924.026, 918309, 10.228
3772.18, 16.0737, 703.566, 917175, 6.07243
