E_Curvature, E_Area, E_Regularization, E_Total ((pN.nm)), Mean Force (pN)
11.2438, 200.999, 0, 220.077, 0.0227929
7.95005, 91.0056, 150.244, 253.831, 0.100336
8.50456, 170.957, 42.7858, 226.907, 0.0396017
9.15158, 177.65, 3.30138, 194.684, 0.0331063
9.88541, 177.65, 3.60134, 195.718, 0.0564396
8.4484, 177.65, 4.49012, 195.17, 0.062636
11.18, 177.65, 2.87886, 196.29, 0.0586855
4.76974, 177.65, 4.39865, 191.4, 0.0341104
10.9473, 177.65, 5.82841, 199.007, 0.0669038
6.45964, 177.65, 6.43915, 195.13, 0.0602291
7.21483, 177.65, 4.52096, 193.967, 0.0412695
9.26023, 177.65, 3.02565, 194.517, 0.0462027
9.55303, 177.65, 4.95082, 196.735, 0.0592187
8.26633, 177.65, 5.00339, 195.501, 0.0671572
8.38346, 177.65, 2.57817, 193.193, 0.0793561
10.4256, 177.65, 4.5619, 197.219, 0.0649927
12.9548, 177.65, 3.72923, 198.915, 0.0388181
10.3532, 177.65, 3.28529, 195.87, 0.110843
9.30464, 177.65, 2.80413, 194.34, 0.0383264
7.92447, 177.65, 3.70809, 193.864, 0.0689996
12.5686, 177.65, 3.66215, 198.462, 0.0776593
9.15632, 177.65, 4.06874, 196.904, 0.0697402
11.5658, 177.65, 3.03354, 198.279, 0.0197634
7.3947, 177.65, 4.84136, 195.915, 0.0569025
31.6935, 177.65, 6.32638, 221.699, 0.0962416
10.2925, 177.65, 3.48574, 197.458, 0.0403115
8.53266, 177.65, 2.596, 194.808, 0.135246
11.2559, 177.65, 6.54819, 201.483, 0.0468545
7.59313, 177.65, 3.37423, 194.647, 0.0307449
10.775, 177.65, 6.85475, 201.309, 0.0473604
8.33332, 177.65, 2.46245, 194.475, 0.0545156
10.5593, 177.65, 3.19034, 197.429, 0.0663305
9.05507, 177.65, 3.4796, 196.214, 0.0498053
8.37396, 177.65, 5.02037, 197.074, 0.0543835
12.2315, 177.65, 3.92405, 199.835, 0.0369058
10.4843, 177.65, 2.64467, 196.808, 0.0343611
8.55247, 177.65, 2.46271, 194.695, 0.0339826
9.55839, 177.65, 4.15991, 197.398, 0.0545001
11.9681, 177.65, 0, 195.647, 0.0298094
7.8669, 177.65, 0, 191.546, 0.0113171
7.51736, 177.65, 0, 191.197, 0.0318064
8.55077, 177.65, 0, 194.136, 0.00867673
12.1463, 177.65, 0, 197.731, 0.0120595
12.1183, 177.65, 0, 197.703, 0.0136015
11.299, 177.65, 0, 196.884, 0.00896724
9.93844, 177.65, 0, 195.523, 0.0192754
12.3452, 177.65, 0, 197.93, 0.0242468
8.79997, 177.65, 0, 194.385, 0.00673457
10.3099, 177.65, 0, 195.895, 0.00953602
9.72756, 177.65, 0, 195.312, 0.020004
8.53741, 177.65, 0, 194.122, 0.0239042
5.55238, 177.65, 0, 191.137, 0.015387
8.42601, 177.65, 0, 194.011, 0.0399503
17.8574, 177.65, 0, 203.442, 0.00967537
11.8173, 177.65, 0, 197.402, 0.0184585
10.0046, 177.65, 0, 195.59, 0.0100361
12.0175, 177.65, 0, 197.602, 0.0343373
8.94189, 177.65, 0, 194.527, 0.00642476
7.57087, 177.65, 0, 193.156, 0.0167155
10.6714, 177.65, 0, 196.256, 0.0111039
12.3216, 177.65, 0, 197.906, 0.0155986
8.94546, 177.65, 0, 197.038, 0.0191408
5.74881, 177.65, 0, 193.842, 0.0271516
8.3746, 177.65, 0, 196.467, 0.0157688
12.2849, 177.65, 0, 200.378, 0.0333334
13.1416, 177.65, 0, 201.234, 0.0109519
7.60477, 177.65, 0, 195.698, 0.0107256
12.075, 177.65, 0, 200.168, 0.0225289
8.05109, 177.65, 0, 196.144, 0.0253048
7.65412, 177.65, 0, 195.747, 0.0157035
9.53326, 177.65, 0, 197.626, 0.0216063
14.7328, 177.65, 0, 202.826, 0.0149838
6.24652, 177.65, 0, 194.339, 0.0106051
8.10944, 177.65, 0, 196.202, 0.0197381
11.5868, 177.65, 0, 199.68, 0.0215038
14.09, 177.65, 0, 202.183, 0.0130795
9.95249, 177.65, 0, 198.045, 0.0128586
8.11134, 177.65, 0, 196.204, 0.0199046
9.49137, 177.65, 0, 197.584, 0.00624437
9.4307, 177.65, 0, 197.523, 0.0178833
10.4454, 177.65, 0, 198.538, 0.0217359
7.2715, 177.65, 0, 198.665, 0.0095642
8.53249, 177.65, 0, 199.926, 0.0139869
9.16745, 177.65, 0, 200.561, 0.0107111
9.73301, 177.65, 0, 201.126, 0.016406
8.12011, 177.65, 0, 199.513, 0.0172793
8.84965, 177.65, 0, 200.243, 0.010387
10.9293, 177.65, 0, 202.323, 0.00959367
8.75964, 177.65, 0, 200.153, 0.0167029
11.7717, 177.65, 0, 203.165, 0.0261196
7.40303, 177.65, 0, 198.796, 0.0180049
7.80582, 177.65, 0, 199.199, 0.0152932
8.66203, 177.65, 0, 200.055, 0.0101722
9.28422, 177.65, 0, 200.678, 0.0186061
5.60523, 177.65, 0, 196.999, 0.0130332
9.45639, 177.65, 0, 200.85, 0.034921
12.2149, 177.65, 0, 203.608, 0.0142809
5.34907, 177.65, 0, 196.742, 0.0106043
7.31503, 177.65, 0, 198.708, 0.0385444
10.765, 177.65, 0, 202.158, 0.0272496
10.9924, 177.65, 0, 202.386, 0.0180628
