Energy-Curvature, -Area, -Regularization, -Total ((pN.nm)); Mean Force (pN)
1824.72, 9.49113e-09, 30.234, 52660.6, 1.1731
1858.29, 1.45423e-05, 495.65, 52631.4, 1.63224
1961.04, 0.000821227, 728.408, 52576.8, 1.7001
2027.68, 0.00211171, 826.96, 52564.5, 1.6282
2111.8, 0.00450187, 1008.74, 52535.8, 2.07571
2245.34, 0.0106422, 1527.48, 52476.5, 2.83841
2437.15, 0.0265223, 1914.52, 52252.9, 3.31975
2564.62, 0.0455096, 2167.8, 51929.4, 3.63667
2652.73, 0.0765391, 2704.87, 51437.1, 4.79008
2712.97, 0.136037, 3353.06, 50857.9, 6.15734
2738.18, 0.224412, 3653.23, 50261.8, 7.3073
2721.05, 0.324179, 3354.44, 49108.9, 7.48825
2675.64, 0.45464, 3538.16, 48427.1, 8.26238
2582.07, 0.410152, 3388.09, 48201.7, 9.79338
2546.42, 0.392204, 2457.24, 47180.1, 8.29991
2514.84, 0.377206, 1348.37, 46046, 5.91435
2488.77, 0.363957, 1132.47, 45765.8, 5.35246
2467.26, 0.353268, 698.593, 45304.6, 3.8377
2447.86, 0.343122, 596.705, 45151.8, 3.37621
2428.34, 0.333007, 578.68, 45098.1, 3.51681
2414.28, 0.32527, 482.047, 44957.2, 2.95313
2399.83, 0.317457, 450.911, 44893.3, 2.9378
2389.3, 0.311364, 377.183, 44780.7, 2.36206
2378.35, 0.305157, 346.183, 44718.5, 2.24231
2368.29, 0.299042, 359.859, 44689.5, 2.46441
2359.95, 0.294094, 321.499, 44622.8, 2.22523
2352.27, 0.289162, 326.424, 44588.4, 2.34104
2345.73, 0.285131, 286.889, 44522.3, 2.00884
2339.65, 0.281072, 283.411, 44482.7, 2.01431
2333.14, 0.276922, 295.49, 44462.9, 2.32814
2328.35, 0.273592, 284.465, 44417.6, 2.22183
2323.02, 0.270165, 293.097, 44396.7, 2.46544
2319.08, 0.267393, 272.516, 44343.7, 2.22537
2314.59, 0.264532, 272.586, 44315.8, 2.34954
2311.24, 0.262201, 247.713, 44260.5, 2.00782
2307.4, 0.259794, 240.78, 44226.5, 2.01092
2303.75, 0.257343, 260.975, 44211.3, 2.34704
2300.38, 0.255343, 245.789, 44170.9, 2.22688
2297.21, 0.253297, 261.883, 44153, 2.48341
2294.22, 0.251631, 237.939, 44105, 2.22309
2291.4, 0.249921, 244.955, 44079.7, 2.35137
2288.74, 0.248534, 218.176, 44029.6, 1.9888
2286.18, 0.247107, 217.402, 43998.3, 1.99207
2283.22, 0.245674, 230.041, 43982.3, 2.31546
2280.94, 0.24451, 222.198, 43944.8, 2.19205
2278.27, 0.243351, 230.632, 43925.9, 2.42874
2276.21, 0.242409, 215.178, 43882, 2.16658
2273.79, 0.24148, 216.256, 43856.7, 2.27408
2271.44, 0.240546, 247.05, 43853.6, 2.79846
2269.23, 0.239836, 240.391, 43822.2, 2.78038
2267.38, 0.239205, 228.595, 43781.3, 2.60021
2265.18, 0.238616, 240.331, 43766.5, 2.87145
2263.49, 0.238147, 218.845, 43717.1, 2.52279
2261.49, 0.237725, 220.486, 43692.9, 2.63087
2259.93, 0.237396, 196.722, 43642.6, 2.17671
2258.11, 0.237115, 191.751, 43612.3, 2.14298
2256.32, 0.236859, 206.883, 43596, 2.47471
2254.65, 0.236716, 194.663, 43559.6, 2.29583
2253.01, 0.236599, 204.67, 43539.2, 2.51555
2251.49, 0.236571, 186.581, 43497.8, 2.19554
2249.98, 0.236574, 189.453, 43471.5, 2.27354
2248.24, 0.236662, 208.996, 43462.6, 2.75337
2246.88, 0.236776, 205.316, 43430.4, 2.69082
2245.28, 0.236982, 223.764, 43421.7, 3.10174
2244.03, 0.237189, 209.316, 43379.7, 2.84662
2242.56, 0.237492, 219.475, 43363.6, 3.10206
2241.41, 0.237779, 196.788, 43314.4, 2.67026
2240.05, 0.238162, 197.158, 43289.3, 2.74265
2238.71, 0.238609, 227.251, 43287.8, 3.32325
2237.45, 0.239072, 217.457, 43253.8, 3.21262
2236.21, 0.239596, 244.921, 43250.6, 3.69052
2235.04, 0.240124, 220.794, 43203.2, 3.34426
2233.89, 0.240713, 236.362, 43189.2, 3.62363
2232.8, 0.241292, 203.069, 43133.4, 3.07462
2231.71, 0.241936, 205.656, 43107.7, 3.13501
2230.7, 0.242554, 174.774, 43054.8, 2.49768
2229.11, 0.243644, 311.835, 43039.3, 4.91308
2228.28, 0.24425, 148.036, 42979, 2.04539
2226.99, 0.245175, 184.663, 42973.5, 2.66244
2225.95, 0.246026, 178.378, 42945.2, 2.83522
2225.06, 0.246807, 166.044, 42905.1, 2.39046
2224.05, 0.247697, 160.964, 42876, 2.40695
2222.98, 0.248697, 181.207, 42865, 2.85169
2221.79, 0.249858, 230.608, 42771.5, 3.99646
2220.72, 0.250991, 255.773, 42757.5, 4.48458
2220.05, 0.251654, 120.634, 42743.7, 1.22907
2218.43, 0.253288, 168.663, 42733.8, 2.24417
2217.04, 0.25517, 321.022, 42723.8, 5.26096
2216.22, 0.256122, 174.55, 42685, 3.21962
2215.15, 0.257351, 204.223, 42681.4, 3.78007
2214.31, 0.258438, 192.801, 42643.8, 3.54333
2213.16, 0.260013, 324.071, 42625.6, 5.76619
2212.32, 0.261213, 268.166, 42535, 5.0258
2211.65, 0.262088, 123.231, 42511.3, 1.81723
2210.59, 0.263463, 140.901, 42489.2, 2.18981
2209.35, 0.265412, 219.983, 42409, 4.30767
2208.74, 0.266384, 122.389, 42289.1, 1.90025
2208.73, 0.266387, 122.23, 42288.9, 1.8931
2208.73, 0.266387, 122.211, 42288.9, 1.89226
2208.73, 0.266388, 1.12044e-07, 42166.7, 0.611501
2208.73, 0.266388, 1.1205e-07, 42166.7, 0.611501
2208.73, 0.266388, 3.8153e-16, 42166.7, 0.611494
2208.73, 0.266388, 1.29829e-17, 42166.7, 0.611494
2208.73, 0.266388, 1.15844e-19, 42166.7, 0.611494
2208.73, 0.266388, 2.71724e-22, 42166.7, 0.611494
