-89.0106,-90.0751,13.9987
-87.0083,-90.0733,13.9992
-85.0054,-90.071,13.9996
-83.0026,-90.0683,13.9999
-81,-90.0666,14
-79,-90.0666,14
-77,-90.0666,14
-75,-90.0666,14
-73,-90.0666,14
-71,-90.0666,14
-68.9951,-90.0666,14
-66.9891,-90.067,14.0001
-64.9831,-90.0678,14.0001
-62.9769,-90.0689,14.0002
-60.9715,-90.0697,14.0002
-58.9656,-90.0707,14.0002
-56.9608,-90.0715,14.0002
-54.9554,-90.0725,14.0001
-52.9512,-90.0731,14
-50.9462,-90.0742,13.9998
-48.9424,-90.0749,13.9996
-46.9378,-90.076,13.9994
-44.9345,-90.0767,13.9991
-42.9303,-90.078,13.9988
-40.9276,-90.0787,13.9985
-38.9238,-90.0801,13.9982
-36.9216,-90.0809,13.9979
-34.9184,-90.0824,13.9977
-32.9167,-90.0833,13.9975
-30.914,-90.0848,13.9975
-28.9129,-90.0857,13.9976
-26.911,-90.0872,13.9979
-24.9104,-90.0882,13.9983
-22.9092,-90.0897,13.999
-20.9093,-90.0906,13.9998
-18.9089,-90.092,14.0009
-16.9097,-90.093,14.0021
-14.9101,-90.0942,14.0035
-12.9115,-90.0952,14.0051
-10.9128,-90.0965,14.0067
-8.91489,-90.0976,14.0085
-6.917,-90.099,14.0103
-4.91977,-90.1004,14.0121
-2.92266,-90.1021,14.014
-0.926044,-90.1039,14.0158
1.07037,-90.1061,14.0177
3.06642,-90.1086,14.0196
5.06224,-90.1113,14.0215
7.05781,-90.1143,14.0235
9.05315,-90.1175,14.0257
11.0483,-90.1209,14.028
13.0433,-90.1242,14.0304
15.0382,-90.1274,14.0331
17.033,-90.1301,14.0359
19.0278,-90.1325,14.0389
21.0226,-90.1342,14.0418
23.0174,-90.1355,14.0447
25.0123,-90.1359,14.0474
27.0072,-90.1358,14.0497
29.0024,-90.1351,14.0516
30.9977,-90.134,14.0527
32.9934,-90.1325,14.0532
34.9891,-90.1309,14.0527
36.9853,-90.129,14.0514
38.9814,-90.1273,14.0493
40.9782,-90.1253,14.0463
42.9749,-90.1236,14.0426
44.9723,-90.1217,14.0383
46.9696,-90.1201,14.0336
48.9676,-90.1182,14.0286
50.9655,-90.1167,14.0236
52.9642,-90.1149,14.0186
54.9627,-90.1135,14.0139
56.9622,-90.1116,14.0095
58.9613,-90.1101,14.0055
60.9615,-90.1081,14.0021
62.9613,-90.1066,13.9992
64.9622,-90.1044,13.9969
66.9626,-90.1028,13.9951
68.9642,-90.1005,13.9939
70.9652,-90.0986,13.9931
72.9674,-90.0961,13.9927
74.969,-90.0941,13.9927
76.9717,-90.0914,13.993
78.9737,-90.0891,13.9935
80.9766,-90.0863,13.9943
82.9788,-90.0839,13.9951
84.9818,-90.081,13.996
86.9838,-90.0788,13.997
88.9862,-90.0767,13.9978
90.9878,-90.0754,13.9984
-90.0099,-88.342,13.9989
-88.0081,-88.3408,13.9993
-86.0056,-88.3391,13.9996
-84.0032,-88.3373,13.9999
-82,-88.3346,14
-80,-88.3346,14
-78,-88.3346,14
-76,-88.3346,14
-74,-88.3346,14
-72,-88.3346,14
-69.9923,-88.3344,14.0001
-67.9855,-88.3352,14.0001
-65.9792,-88.336,14.0002
-63.9732,-88.3369,14.0003
-61.9677,-88.3375,14.0003
-59.9624,-88.3384,14.0003
-57.9576,-88.3389,14.0003
-55.9527,-88.3398,14.0002
-53.9484,-88.3403,14.0001
-51.944,-88.3413,13.9999
-49.9402,-88.3418,13.9997
-47.9361,-88.343,13.9995
-45.9329,-88.3436,13.9991
-43.9292,-88.3449,13.9988
-41.9264,-88.3457,13.9984
-39.9232,-88.3472,13.9981
-37.921,-88.3483,13.9977
-35.9183,-88.35,13.9974
-33.9167,-88.3513,13.9972
-31.9146,-88.3533,13.997
-29.9135,-88.3549,13.997
-27.9121,-88.3572,13.9971
-25.9116,-88.3592,13.9974
-23.9109,-88.3618,13.9978
-21.9111,-88.3642,13.9985
-19.9112,-88.3672,13.9993
-17.912,-88.37,14.0002
-15.9129,-88.3733,14.0014
-13.9144,-88.3764,14.0027
-11.9161,-88.3799,14.0041
-9.91832,-88.3833,14.0056
-7.92076,-88.3868,14.0071
-5.92362,-88.3902,14.0087
-3.92676,-88.3936,14.0104
-1.93022,-88.3967,14.012
0.0660074,-88.3996,14.0137
2.06203,-88.4021,14.0154
4.05773,-88.4042,14.0172
6.05333,-88.406,14.019
8.04862,-88.4073,14.0209
10.0439,-88.4082,14.0229
12.0389,-88.4087,14.0251
14.034,-88.4088,14.0274
16.0289,-88.4087,14.0297
18.0239,-88.4083,14.0321
20.0188,-88.4077,14.0345
22.0139,-88.407,14.0367
24.0089,-88.4061,14.0386
26.0043,-88.4051,14.0402
27.9996,-88.404,14.0414
29.9953,-88.4028,14.0419
31.991,-88.4014,14.0418
33.9872,-88.3999,14.0411
35.9834,-88.3983,14.0396
37.9801,-88.3965,14.0374
39.9768,-88.3947,14.0346
41.9741,-88.3926,14.0313
43.9714,-88.3907,14.0275
45.9694,-88.3885,14.0235
47.9672,-88.3866,14.0194
49.9659,-88.3843,14.0153
51.9643,-88.3823,14.0113
53.9637,-88.38,14.0076
55.9628,-88.3781,14.0042
57.9628,-88.3758,14.0012
59.9625,-88.3739,13.9987
61.9633,-88.3715,13.9967
63.9637,-88.3696,13.9951
65.9651,-88.3673,13.994
67.9662,-88.3653,13.9933
69.9683,-88.3629,13.993
71.9699,-88.3608,13.993
73.9725,-88.3582,13.9933
75.9747,-88.356,13.9939
77.9778,-88.3532,13.9946
79.9803,-88.3507,13.9954
81.9833,-88.3481,13.9964
83.9861,-88.3452,13.9973
85.9885,-88.3427,13.9982
87.99,-88.3413,13.9988
89.9918,-88.3403,13.9992
-89.0068,-86.6075,13.9995
-87.0051,-86.6065,13.9997
-85.0035,-86.6052,13.9999
-83.0018,-86.6037,14
-81,-86.6025,14
-79,-86.6025,14
-77,-86.6025,14
-75,-86.6025,14
-73,-86.6025,14
-71,-86.6025,14
-68.9942,-86.602,14
-66.9874,-86.6025,14.0001
-64.9806,-86.6033,14.0002
-62.9748,-86.6039,14.0003
-60.969,-86.6045,14.0004
-58.9641,-86.6049,14.0004
-56.9589,-86.6054,14.0004
-54.9546,-86.6057,14.0004
-52.9498,-86.6062,14.0003
-50.946,-86.6066,14.0002
-48.9416,-86.6071,14
-46.9383,-86.6075,13.9998
-44.9343,-86.6081,13.9995
-42.9315,-86.6085,13.9992
-40.9279,-86.6092,13.9988
-38.9255,-86.6096,13.9984
-36.9225,-86.6103,13.9979
-34.9206,-86.6108,13.9975
-32.9182,-86.6115,13.9971
-30.9168,-86.6119,13.9968
-28.915,-86.6126,13.9965
-26.9142,-86.613,13.9964
-24.9131,-86.6136,13.9963
-22.9129,-86.6139,13.9964
-20.9125,-86.6144,13.9967
-18.913,-86.6147,13.9971
-16.9133,-86.615,13.9977
-14.9144,-86.6152,13.9984
-12.9156,-86.6155,13.9993
-10.9173,-86.6157,14.0004
-8.91924,-86.616,14.0015
-6.92166,-86.6164,14.0027
-4.92429,-86.6168,14.004
-2.92733,-86.6175,14.0054
-0.930612,-86.6184,14.0068
1.06579,-86.6196,14.0082
3.06194,-86.6211,14.0097
5.05786,-86.623,14.0111
7.05356,-86.6251,14.0127
9.04909,-86.6275,14.0143
11.0444,-86.63,14.0159
13.0397,-86.6328,14.0177
15.0348,-86.6354,14.0195
17.0299,-86.638,14.0214
19.025,-86.6402,14.0233
21.02,-86.6422,14.0252
23.0151,-86.6437,14.0271
25.0103,-86.6448,14.0287
27.0057,-86.6454,14.0302
29.0011,-86.6458,14.0313
30.9968,-86.6456,14.0319
32.9926,-86.6454,14.0321
34.9887,-86.6447,14.0318
36.985,-86.6441,14.0309
38.9816,-86.6433,14.0294
40.9784,-86.6425,14.0274
42.9757,-86.6416,14.0249
44.9729,-86.6408,14.0221
46.9708,-86.6399,14.019
48.9687,-86.6391,14.0157
50.9672,-86.6382,14.0124
52.9657,-86.6374,14.0091
54.9649,-86.6364,14.006
56.964,-86.6356,14.0031
58.9639,-86.6344,14.0006
