Energy-Curvature, -Area, -Regularization, -Total ((pN.nm)); Mean Force (pN)
0.362829, 1.2271e-08, 27.3507, 2.75924e+06, 2.22115
10.472, 1.04158e-05, 178.539, 2.75695e+06, 2.60214
52.5263, 0.000266991, 337.161, 2.75361e+06, 2.67211
352.671, 0.0123202, 889.258, 2.74379e+06, 3.88889
607.836, 0.0381489, 695.105, 2.7381e+06, 3.54247
896.148, 0.0880746, 917.361, 2.73265e+06, 4.00034
1174.72, 0.163439, 1022.62, 2.72734e+06, 4.25933
1085.03, 0.156466, 1728.72, 2.72706e+06, 7.97136
1089.31, 0.182565, 2503.46, 2.72586e+06, 10.5012
1222.9, 0.277371, 4292.38, 2.72427e+06, 13.9469
1439.42, 0.461565, 8934.23, 2.72418e+06, 22.5292
1627.18, 0.700996, 9225.8, 2.71998e+06, 24.3278
1723.11, 1.19334, 14489.7, 2.71653e+06, 33.4555
1762.16, 1.63115, 12833.8, 2.70918e+06, 35.2041
1878.24, 2.81684, 18777.6, 2.70415e+06, 44.5764
1988.93, 4.08104, 26429.4, 2.70315e+06, 59.0232
2004.13, 5.35538, 18236, 2.687e+06, 50.6395
2045.53, 8.34831, 30481.9, 2.68431e+06, 66.388
1997.67, 8.24938, 15508.5, 2.66878e+06, 54.16
1963.76, 8.15928, 8746.73, 2.66163e+06, 40.8849
1934.28, 8.07612, 8068.03, 2.66051e+06, 39.7208
1909.96, 8.0157, 4812.03, 2.65703e+06, 29.9027
1886.91, 7.95428, 4187.69, 2.65585e+06, 27.7686
1868.95, 7.91328, 2456.63, 2.65375e+06, 19.6726
1851.13, 7.87086, 2032.15, 2.65293e+06, 17.2002
1833.95, 7.83532, 2113.19, 2.65276e+06, 18.0576
1820.1, 7.80639, 1663.93, 2.65192e+06, 14.8171
1806.73, 7.78321, 1638.78, 2.65146e+06, 14.6645
1793.44, 7.7603, 2069.7, 2.6514e+06, 17.2197
1783.74, 7.74969, 1844.17, 2.65075e+06, 15.9976
1772.72, 7.7346, 1890.22, 2.6504e+06, 17.6475
1764.27, 7.72838, 1568.22, 2.64982e+06, 15.3037
1754.96, 7.72085, 1648.91, 2.64945e+06, 15.9499
1748.3, 7.72241, 1409.11, 2.64881e+06, 13.65
1747.91, 7.7249, 1453.9, 2.64878e+06, 10.6718
1737.77, 7.72541, 1899.51, 2.64868e+06, 17.4748
1732, 7.73046, 1736.37, 2.64796e+06, 16.2617
1736.77, 7.78296, 1702.43, 2.64758e+06, 6.86794
1727.4, 7.78696, 1780.54, 2.64718e+06, 11.5485
1723.44, 7.80561, 1379.18, 2.64637e+06, 11.7888
1721.56, 7.83879, 1591.29, 2.64593e+06, 14.1986
1716.63, 7.85455, 1377.64, 2.6453e+06, 13.7235
1712.47, 7.87966, 1576.14, 2.64503e+06, 15.7482
1707.45, 7.89477, 1331.25, 2.64437e+06, 14.2865
1702.8, 7.91797, 1443.47, 2.64416e+06, 15.4748
1698.53, 7.93825, 1169.5, 2.64349e+06, 13.1569
1694.58, 7.96506, 1187.99, 2.64291e+06, 13.455
1689.83, 7.99145, 1447.24, 2.64268e+06, 16.2394
1686.2, 8.01958, 1364.99, 2.64218e+06, 15.6201
1681.56, 8.04538, 1593.37, 2.64193e+06, 17.8451
1678.39, 8.07422, 1351.49, 2.64142e+06, 15.7929
1674.72, 8.10489, 1440.1, 2.64091e+06, 16.7801
1671.71, 8.14419, 1962.28, 2.64077e+06, 21.125
1668.03, 8.17217, 1926.58, 2.6403e+06, 21.0836
1665.58, 8.20348, 1344.22, 2.63947e+06, 16.1965
1662.52, 8.23585, 1231.6, 2.63894e+06, 15.204
1659.93, 8.2769, 1403.74, 2.63862e+06, 16.9519
1657.26, 8.30969, 1186.56, 2.63788e+06, 14.9167
1654.95, 8.3491, 1258.03, 2.63747e+06, 15.6766
1651.72, 8.3889, 1642.82, 2.63736e+06, 19.5389
1649.92, 8.43235, 1615.42, 2.63687e+06, 19.2861
1647.23, 8.47423, 2024.86, 2.63683e+06, 22.7624
1645.49, 8.51603, 1801.84, 2.63616e+06, 21.0493
1643.35, 8.54842, 1140.69, 2.63531e+06, 14.8809
1641.71, 8.60265, 1591.54, 2.63521e+06, 19.3816
1639.64, 8.6448, 1666.85, 2.63453e+06, 20.2418
1638.41, 8.68665, 1262.29, 2.63371e+06, 16.337
1636.41, 8.72821, 1220.55, 2.63323e+06, 15.994
1634.98, 8.78074, 1477.33, 2.63299e+06, 18.6331
1633.18, 8.8222, 1314.01, 2.63258e+06, 17.1133
1631.99, 8.87648, 1480.48, 2.63226e+06, 18.7817
1630.48, 8.91864, 1215.7, 2.63159e+06, 16.0981
1629.43, 8.97151, 1263.07, 2.63103e+06, 16.6474
