Energy-Curvature, -Area, -Regularization, -Total ((pN.nm)); Mean Force (pN)
66.2324, 1.18737e-07, 51.0053, 1.00801e+06, 2.36935
1420.55, 0.16177, 11460.5, 1.00423e+06, 13.6009
1256.33, 0.116223, 9204.67, 1.0003e+06, 18.5385
1550.59, 0.175515, 6703.02, 997144, 10.835
1574.29, 0.195958, 6992.77, 996792, 12.1393
1337.44, 0.209351, 7583.62, 994225, 19.1943
1665.06, 0.376776, 10086.7, 994066, 16.8833
1814.7, 0.531514, 11794.7, 993327, 19.3591
1658.42, 0.649237, 11314.6, 990095, 20.6207
1959.45, 1.07118, 12608.9, 988064, 23.2327
2211.03, 1.60656, 14236.2, 986023, 22.4054
1976.77, 2.14526, 17424.6, 982843, 32.7787
2277.05, 3.60544, 17742.7, 977210, 34.3917
1966.03, 3.29823, 17780.7, 976785, 40.9341
1914.73, 3.26811, 11821.1, 970307, 33.0858
1852.53, 3.1997, 11627.8, 970024, 34.4161
1819.9, 3.19136, 8202.94, 965905, 28.5161
1778.86, 3.15342, 7871.65, 965680, 29.269
1755.68, 3.153, 5398.43, 962565, 23.5335
1726.3, 3.13305, 4895.98, 962145, 23.3352
1708.53, 3.13623, 3309.18, 959968, 17.9638
1686.56, 3.12767, 2848.66, 959333, 17.0438
1672.41, 3.13283, 2021.61, 958185, 12.5479
1655.47, 3.13158, 1738.78, 957932, 11.411
1641.56, 3.14056, 1975.19, 957831, 12.3725
1627.08, 3.14146, 1587.23, 957240, 10.6337
1615.88, 3.15243, 1690.15, 956804, 10.951
1604.78, 3.15819, 1355.56, 956261, 8.90652
1595.73, 3.1714, 1392.05, 955996, 8.71899
1584.8, 3.18269, 1517.9, 955863, 10.0516
1577.78, 3.19805, 1452.84, 955734, 9.31695
1568.73, 3.21194, 1526.43, 955546, 10.2107
1563.04, 3.2291, 1389.3, 955159, 8.91933
1555.41, 3.24492, 1395.21, 954663, 9.25189
1550.73, 3.26297, 1246.36, 954490, 7.65697
1544.49, 3.28087, 1221.58, 954207, 7.54865
1539.67, 3.30492, 1422.93, 954087, 8.73312
1534.35, 3.32331, 1299.53, 953709, 8.1266
1530.31, 3.34782, 1451.07, 953582, 8.91844
1525.87, 3.3677, 1265.98, 953150, 7.81961
1522.5, 3.39313, 1353.22, 952940, 8.12279
1518.24, 3.41963, 1600.6, 952664, 9.88408
1515.88, 3.44557, 1576.32, 952575, 9.70712
1512.45, 3.47298, 1793.36, 952506, 11.2236
1510.45, 3.49964, 1645.99, 951854, 10.343
1507.65, 3.52737, 1771.09, 951703, 11.31
1506.12, 3.55455, 1542.44, 951448, 9.81118
1503.78, 3.58358, 1575.63, 951206, 10.1481
1502.42, 3.61825, 2012.77, 951086, 12.3626
1500.7, 3.647, 1876.6, 950919, 12.0423
1499.67, 3.68036, 2074.12, 950808, 12.9222
1498.32, 3.70864, 1650.49, 949918, 10.8941
1497.43, 3.74153, 1717.25, 949690, 11.0226
1496.54, 3.77044, 1363.19, 949096, 8.76224
1495.99, 3.80378, 1372.19, 949073, 8.41136
