-89.1133,-90.4224,50
-87.311,-90.4211,50
-85.5087,-90.4196,50
-83.7066,-90.4179,50
-81.9044,-90.4162,50
-80.1021,-90.4143,50
-78.3,-90.4131,50
-76.5,-90.4131,50
-74.7,-90.4131,50
-72.9,-90.4131,50
-71.1,-90.4131,50
-69.3,-90.4131,50
-67.4949,-90.4108,50
-65.6895,-90.4072,50
-63.8844,-90.4048,50
-62.0796,-90.4032,50
-60.2751,-90.4022,50
-58.4709,-90.4014,50
-56.667,-90.4009,50
-54.8634,-90.4006,50
-53.0599,-90.4004,50
-51.2567,-90.4004,50
-49.4536,-90.4005,50
-47.6506,-90.4008,50
-45.8478,-90.4012,50
-44.0452,-90.4018,50
-42.2427,-90.4025,50
-40.4404,-90.4035,50
-38.6382,-90.4046,50
-36.8363,-90.4059,50
-35.0345,-90.4074,50
-33.2329,-90.4091,50
-31.4316,-90.4109,50
-29.6305,-90.413,50
-27.8297,-90.4153,50
-26.0293,-90.4178,50
-24.2291,-90.4205,50
-22.4293,-90.4235,50
-20.6299,-90.4266,50
-18.8309,-90.4298,50
-17.0323,-90.4333,50
-15.2341,-90.4368,50
-13.4364,-90.4405,50
-11.6391,-90.4443,50
-9.8423,-90.4481,50
-8.0459,-90.452,50
-6.24994,-90.4558,50
-4.45439,-90.4595,50
-2.65922,-90.4631,50.0001
-0.864398,-90.4665,50.0001
0.930111,-90.4696,50.0001
2.72436,-90.4726,50.0001
4.51839,-90.4752,50.0001
6.31227,-90.4774,50.0001
8.10605,-90.4794,50.0001
9.8998,-90.4809,50.0001
11.6936,-90.4822,50.0001
13.4874,-90.4831,50.0001
15.2815,-90.4836,50.0001
17.0757,-90.4839,50.0001
18.8701,-90.484,50.0001
20.6649,-90.4839,50.0001
22.4599,-90.4835,50.0001
24.2553,-90.4831,50.0001
26.0511,-90.4825,50.0001
27.8472,-90.4819,50.0001
29.6437,-90.4812,50.0001
31.4406,-90.4804,50.0001
33.2378,-90.4796,50.0001
35.0354,-90.4787,50.0001
36.8334,-90.4777,50.0001
38.6317,-90.4766,50.0001
40.4303,-90.4755,50
42.2294,-90.4742,50
44.0287,-90.4729,50
45.8284,-90.4714,50
47.6284,-90.4698,50
49.4287,-90.4681,50
51.2293,-90.4663,50
53.0302,-90.4645,50
54.8314,-90.4625,50
56.6329,-90.4604,50
58.4346,-90.4583,50
60.2365,-90.4562,50
62.0387,-90.454,50
63.8411,-90.4518,50
65.6436,-90.4495,50
67.4463,-90.4473,50
69.2492,-90.4451,50
71.0522,-90.4429,50
72.8554,-90.4407,50
74.6586,-90.4385,50
76.462,-90.4364,50
78.2654,-90.4342,50
80.0688,-90.4321,50
81.8722,-90.43,50
83.6755,-90.4279,50
85.4787,-90.4258,50
87.2815,-90.424,50
89.0839,-90.4227,50
90.8861,-90.4218,50
-90.0118,-88.8621,50
-88.2098,-88.8611,50
