,Type,Index,Particle,Molecule,Molecule Index,X,Y,Z,Occupancy,Atom
0,ATOM,8,b,A,1,-2.706991902193086,-13.730579767425771,-5.033380781198347,0,0CL
1,ATOM,9,c,A,1,-1.734270811889951,-15.149256917514245,-3.6830523677017277,0,0CL
2,ATOM,10,d,A,1,-4.201133111646598,-14.207801881900712,-6.06756359853232,0,0CL
3,ATOM,11,p,A,1,-3.7254321355806423,-15.067378304002087,-6.316832441224886,0,0CL
4,ATOM,12,q,A,1,-2.1279227697681664,-16.103152061443705,-3.945106160741261,0,0CL
5,ATOM,13,COM,A,2,8.157717344416895,0.836282448192757,-3.1057773007560288,0,0CL
6,ATOM,14,b,A,2,8.497980071091325,1.9458551545403724,-4.072060223178109,0,0CL
7,ATOM,15,c,A,2,9.775785946906565,0.9650100038051881,-2.59362086560833,0,0CL
8,ATOM,16,d,A,2,6.810915445894232,1.2607073537902542,-4.539027504190277,0,0CL
9,ATOM,17,p,A,2,7.228780735084755,0.3391576659317246,-4.600742760793295,0,0CL
10,ATOM,18,q,A,2,9.344659113924278,0.003911866265260366,-2.4425115545122327,0,0CL
11,ATOM,121,COM,A,20,-10.264016312172814,5.412465414752468,-3.8111789893269066,0,0CL
12,ATOM,122,b,A,20,-10.548340716314451,4.1531086382448255,-4.595368470685735,0,0CL
13,ATOM,123,c,A,20,-11.89785349352329,5.332449759490168,-3.3404597951679476,0,0CL
14,ATOM,124,d,A,20,-8.857882108256463,4.792230128032072,-5.1091188144665125,0,0CL
15,ATOM,125,p,A,20,-9.287525856431344,5.6823542285662505,-5.334408262294044,0,0CL
16,ATOM,126,q,A,20,-11.488371558221944,6.314492462676817,-3.3331335560416924,0,0CL
17,ATOM,127,COM,A,21,2.6160008637956405,-23.410530445050195,-7.8826529500144575,0,0CL
18,ATOM,128,b,A,21,1.7734727455127675,-22.191788987017897,-8.177362346498533,0,0CL
19,ATOM,129,c,A,21,3.2409316462851283,-22.501464723810155,-6.584746161541796,0,0CL
20,ATOM,130,d,A,21,1.614207160253821,-23.377824305495253,-9.625757560753401,0,0CL
21,ATOM,131,p,A,21,2.6238214256425065,-23.37410934827822,-9.711210671969745,0,0CL
22,ATOM,132,q,A,21,3.903168363324979,-23.249308475340055,-6.9548505439827775,0,0CL
23,ATOM,241,COM,A,40,-8.791268226554324,-9.59109544985256,-3.9302397234080844,0,0CL
24,ATOM,242,b,A,40,-9.067643148345052,-10.57173799677924,-5.045355456308631,0,0CL
25,ATOM,243,c,A,40,-10.405200483126592,-9.86763607777308,-3.46549791088754,0,0CL
26,ATOM,244,d,A,40,-7.412880537168237,-9.748091008210165,-5.386855586429237,0,0CL
27,ATOM,245,p,A,40,-7.875749328863196,-8.847602271021294,-5.327614419401168,0,0CL
28,ATOM,246,q,A,40,-10.024763415365323,-8.915648049386387,-3.1772195189091654,0,0CL
29,ATOM,247,COM,A,41,15.409784820873899,-21.071120736695324,-9.415451461255186,0,0CL
30,ATOM,248,b,A,41,14.395362779529744,-19.957209229973234,-9.5227597891113,0,0CL
31,ATOM,249,c,A,41,16.221078321794955,-20.050313075797455,-8.321404124612236,0,0CL
32,ATOM,250,d,A,41,14.02820371604064,-21.214890341968562,-10.86975883982661,0,0CL
33,ATOM,251,p,A,41,14.984193326371319,-21.11287798113348,-11.193659045409518,0,0CL
34,ATOM,252,q,A,41,16.854592503596564,-20.74226607875841,-8.82428365606044,0,0CL
35,ATOM,373,COM,A,62,-9.493555188760958,-21.475302099127312,-7.83589336141141,0,0CL
36,ATOM,374,b,A,62,-8.134288726356848,-21.008300844910806,-8.299191875054188,0,0CL
37,ATOM,375,c,A,62,-8.721172578381916,-22.951592934436654,-7.486202822841051,0,0CL
38,ATOM,376,d,A,62,-9.404349291488327,-19.727029438001157,-8.824888310969136,0,0CL
39,ATOM,377,p,A,62,-9.917009126509322,-20.463337570176908,-9.29825944237459,0,0CL
40,ATOM,378,q,A,62,-9.760807514222714,-23.04225085272697,-7.694539910347252,0,0CL
41,ATOM,433,COM,A,72,-10.349077004477104,15.215896961862581,-6.123770734480134,0,0CL
42,ATOM,434,b,A,72,-11.381567144949335,14.727194657078204,-7.112737451375133,0,0CL
43,ATOM,435,c,A,72,-11.334874006459692,16.59715234248018,-5.977952887845966,0,0CL
44,ATOM,436,d,A,72,-9.890283857446223,13.588753044146603,-7.213101042181812,0,0CL
45,ATOM,437,p,A,72,-9.310253168307476,14.4020611544329,-7.389915400760877,0,0CL
46,ATOM,438,q,A,72,-10.306384721689293,16.76807815132153,-5.7615016023695516,0,0CL
47,ATOM,547,COM,A,91,-3.455039342394495,2.3026742537946636,-2.5887712994553476,0,0CL
48,ATOM,548,b,A,91,-3.8516838435054837,1.0938536364292315,-3.404302325701873,0,0CL
49,ATOM,549,c,A,91,-5.009710915193129,2.1851576421779844,-1.9038011200124836,0,0CL
50,ATOM,550,d,A,91,-2.2444194703550013,1.7709238710183388,-4.104062379030609,0,0CL
51,ATOM,551,p,A,91,-2.696733621733601,2.67208189439178,-4.2121925106884195,0,0CL
52,ATOM,552,q,A,91,-4.5987474803356285,3.1676475414901675,-1.8908530329079971,0,0CL
53,ATOM,571,COM,A,95,-8.463786423740334,-7.056030137531576,-3.48106989907367,0,0CL
54,ATOM,572,b,A,95,-9.529794615845436,-7.119802416916894,-4.549257911900443,0,0CL
55,ATOM,573,c,A,95,-9.485457980894097,-5.92962298948409,-2.7140834805951113,0,0CL
