,Type,Index,Particle,Molecule,Molecule Index,X,Y,Z,Occupancy,Atom
0,ATOM,332,b,A,55,3.332143384634445,6.788901516918984,-6.8252644483308424,0,0CL
1,ATOM,333,c,A,55,2.8122146958089766,8.459600885493703,-8.137275034561098,0,0CL
2,ATOM,334,d,A,55,4.973050239893213,6.714356422531593,-5.914059904187466,0,0CL
3,ATOM,335,p,A,55,4.845463050559336,7.685845729843707,-5.652648284521993,0,0CL
4,ATOM,336,q,A,55,3.5320638532443804,9.216703950526142,-7.92821011770989,0,0CL
5,ATOM,1093,COM,A,182,1.6435092598994856,-4.365070199583283,-9.078889692298478,0,0CL
6,ATOM,1094,b,A,182,0.40026143495434635,-4.123210251705424,-8.256733617467379,0,0CL
7,ATOM,1095,c,A,182,1.248578544371051,-2.9072917080005976,-9.865363213410975,0,0CL
8,ATOM,1096,d,A,182,1.3564716996616193,-5.535557424146536,-7.469747344292281,0,0CL
9,ATOM,1097,p,A,182,2.167524527165871,-4.9286361370233935,-7.420210870516196,0,0CL
10,ATOM,1098,q,A,182,2.2861610680361064,-3.1436688946520523,-9.878866258087138,0,0CL
11,ATOM,2059,COM,A,343,4.214463286701318,-4.304429443244445,-8.930487904094177,0,0CL
12,ATOM,2060,b,A,343,3.7578386016076,-3.127745421422403,-8.100086429052277,0,0CL
13,ATOM,2061,c,A,343,5.334981831738532,-3.218879672825645,-9.613277685924098,0,0CL
14,ATOM,2062,d,A,343,2.953383247522653,-4.679900850634005,-7.410070409779485,0,0CL
15,ATOM,2063,p,A,343,3.875867664262762,-5.088077842444083,-7.313763378735185,0,0CL
16,ATOM,2064,q,A,343,5.642819285626187,-4.238205125884502,-9.637787331582638,0,0CL
17,ATOM,3037,COM,A,506,0.8777053508469076,3.8634065664838277,-8.387485698114531,0,0CL
18,ATOM,3038,b,A,506,2.0822191261575917,3.479411122404952,-7.559657174799744,0,0CL
19,ATOM,3039,c,A,506,1.3168640911585237,2.5596844973830555,-9.391882217098688,0,0CL
20,ATOM,3040,d,A,506,1.0825291413565434,4.740389779200303,-6.589168245756682,0,0CL
21,ATOM,3041,p,A,506,0.2735063832772021,4.136844375305619,-6.68318485251996,0,0CL
22,ATOM,3042,q,A,506,0.2796224613784212,2.799470160869519,-9.413851218839737,0,0CL
23,ATOM,3313,COM,A,552,2.093463160605136,6.108185990377075,-7.916080048935934,0,0CL
24,ATOM,3314,b,A,552,2.874664829025724,6.831284120355804,-6.845040344873511,0,0CL
25,ATOM,3315,c,A,552,3.5958982574837983,5.9111487510475484,-8.693126447797958,0,0CL
26,ATOM,3316,d,A,552,1.1338027778830932,6.536383922235469,-6.201508533662787,0,0CL
27,ATOM,3317,p,A,552,1.2561169168500823,5.546918760897617,-6.3901323548186735,0,0CL
28,ATOM,3318,q,A,552,2.8777913263954784,5.162148843878413,-8.933421213832279,0,0CL
29,ATOM,3859,COM,A,643,-6.415230902349404,1.7764721671737846,-8.279918882641265,0,0CL
30,ATOM,3860,b,A,643,-5.095802829533722,1.4507361975306703,-7.621470221964873,0,0CL
31,ATOM,3861,c,A,643,-6.093484885079112,0.4409684326444647,-9.285791277843035,0,0CL
32,ATOM,3862,d,A,643,-5.975184582012627,2.7330692745972756,-6.5665542950455364,0,0CL
33,ATOM,3863,p,A,643,-6.775127370639289,2.1114790316772414,-6.519372679655372,0,0CL
34,ATOM,3864,q,A,643,-7.128022865247173,0.6597438539396318,-9.167302955097789,0,0CL
35,ATOM,4345,COM,A,724,-3.07393032070593,-6.306505281805236,-8.974905920221952,0,0CL
36,ATOM,4346,b,A,724,-3.4220358624494294,-5.101565201983816,-8.133360356483797,0,0CL
37,ATOM,4347,c,A,724,-2.081084474466351,-5.239985246618937,-9.855411536417032,0,0CL
38,ATOM,4348,d,A,724,-4.096039640540489,-6.630319774040003,-7.2735421399192415,0,0CL
39,ATOM,4349,p,A,724,-3.1628937968172735,-7.02656415662484,-7.296503490316773,0,0CL
40,ATOM,4350,q,A,724,-1.7654001136809117,-6.256730026716184,-9.884897745066565,0,0CL
41,ATOM,4393,COM,A,732,5.577446834876085,5.738686102353978,-7.7247959927154515,0,0CL
42,ATOM,4394,b,A,732,5.890049776737116,4.406611531145974,-7.086540763609742,0,0CL
43,ATOM,4395,c,A,732,4.632222658384511,4.843232280218044,-8.821528735273093,0,0CL
44,ATOM,4396,d,A,732,6.5154085986380945,5.762916495874079,-5.945329045073454,0,0CL
45,ATOM,4397,p,A,732,5.582153209132559,6.1598311442308615,-5.945703048616167,0,0CL
46,ATOM,4398,q,A,732,4.314091298507577,5.850952108535995,-8.691670406785292,0,0CL
47,ATOM,4843,COM,A,807,0.42845497560031326,-6.634867182067745,-9.059402657874989,0,0CL
48,ATOM,4844,b,A,807,-0.391296383876482,-7.536712294616093,-8.166794624296635,0,0CL
49,ATOM,4845,c,A,807,-1.0387405462822064,-6.316577732671751,-9.861873297195235,0,0CL
50,ATOM,4846,d,A,807,1.3143413861550406,-7.345989328780718,-7.399161542841135,0,0CL
51,ATOM,4847,p,A,807,1.186040122036264,-6.340224305338378,-7.421308850703878,0,0CL
52,ATOM,4848,q,A,807,-0.32152689173285026,-5.53300913231166,-9.935811259418315,0,0CL
53,ATOM,5107,COM,A,851,6.1352945542007165,3.000480996147432,-8.158234244821397,0,0CL
54,ATOM,5108,b,A,851,5.631840165459457,4.039260582702267,-7.1840296210312395,0,0CL
55,ATOM,5109,c,A,851,7.26729627293903,4.182136766753854,-8.629406982324339,0,0CL
56,ATOM,5110,d,A,851,4.821055222018998,2.3978189346072187,-6.761082707826679,0,0CL
57,ATOM,5111,p,A,851,5.74478799519914,1.9860914085916475,-6.686953037154013,0,0CL
58,ATOM,5112,q,A,851,7.588425098494978,3.179140196956596,-8.790469573797324,0,0CL
59,ATOM,6763,COM,A,1127,0.19673028180529267,-1.1586957080153255,-8.989899758221114,0,0CL
60,ATOM,6764,b,A,1127,1.0161731217677465,-0.2884923515331719,-8.067415313690221,0,0CL
61,ATOM,6765,c,A,1127,1.6681840946605861,-1.4706464814848499,-9.786771386255001,0,0CL
62,ATOM,6766,d,A,1127,-0.6979171180889522,-0.48066232980085366,-7.321767039313645,0,0CL
63,ATOM,6767,p,A,1127,-0.5796363891577202,-1.4871101180318507,-7.367215017579447,0,0CL
64,ATOM,6768,q,A,1127,0.9438340809808097,-2.2451686216587348,-9.887382081822382,0,0CL
65,ATOM,7435,COM,A,1239,-1.1600208485095307,1.0213450995042643,-8.780182214990168,0,0CL
66,ATOM,7436,b,A,1239,-1.5429421383411095,2.0908439140182806,-7.785262835569534,0,0CL
67,ATOM,7437,c,A,1239,-0.13677791710063728,2.202478243267157,-9.456470171430706,0,0CL
68,ATOM,7438,d,A,1239,-2.245183743882601,0.45407909171404875,-7.184120885682531,0,0CL
69,ATOM,7439,p,A,1239,-1.309596777795834,0.06330368976220609,-7.229734634903205,0,0CL
70,ATOM,7440,q,A,1239,0.18333400182311985,1.1999615821967657,-9.621499573778367,0,0CL
71,ATOM,7441,COM,A,1240,-1.0307635795290941,-3.444303627477607,-9.080813227397313,0,0CL
72,ATOM,7442,b,A,1240,0.2049898563931363,-3.7069315872163293,-8.253116422782309,0,0CL
73,ATOM,7443,c,A,1240,-0.6270892140790306,-4.881100609602735,-9.899110507629029,0,0CL
74,ATOM,7444,d,A,1240,-0.7595433847295572,-2.3142525563641736,-7.438810126727795,0,0CL
75,ATOM,7445,p,A,1240,-1.570605329719384,-2.922086782093116,-7.413079300432916,0,0CL
76,ATOM,7446,q,A,1240,-1.6651556874121045,-4.644550776526542,-9.917226064850018,0,0CL
77,ATOM,8035,COM,A,1339,3.5530312428787965,2.945448231850307,-8.418012199726208,0,0CL
78,ATOM,8036,b,A,1339,2.27801029727594,3.067940625831848,-7.618033948965154,0,0CL
79,ATOM,8037,c,A,1339,3.183604842766426,4.503917568477368,-8.99691673563282,0,0CL
80,ATOM,8038,d,A,1339,3.207881782446654,1.5524465074720064,-7.009457250197272,0,0CL
81,ATOM,8039,p,A,1339,4.014791654132779,2.1430554334739784,-6.840080287471334,0,0CL
82,ATOM,8040,q,A,1339,4.2222871917372355,4.269471699677725,-9.004669963298674,0,0CL
83,ATOM,8779,COM,A,1463,-1.6912247960521083,-8.502978709824895,-8.915712068383808,0,0CL
84,ATOM,8780,b,A,1463,-0.848947156642278,-7.501015447341233,-8.162378145887777,0,0CL
85,ATOM,8781,c,A,1463,-0.24593553324869427,-8.918161345618,-9.715340310607091,0,0CL
86,ATOM,8782,d,A,1463,-2.5324600791118947,-7.594493090181725,-7.331202971711612,0,0CL
87,ATOM,8783,p,A,1463,-2.4026506744243474,-8.595283333968917,-7.233969199826337,0,0CL
88,ATOM,8784,q,A,1463,-0.9643420554267743,-9.703600092730984,-9.67359053904365,0,0CL
89,ATOM,9385,COM,A,1564,-1.7159045122467484,3.7653624676314204,-8.378812017035012,0,0CL
