E_Curvature, E_Area, E_Regularization, E_Total ((pN.nm)), Mean Force (pN)
41.7781, 322.828, 0, 375.925, 0.0263279
49.0971, 48.4745, 550.751, 650.876, 0.53421
41.5044, 409.372, 221.393, 675.062, 0.615127
43.933, 252.57, 152.918, 452.114, 0.309127
45.491, 281.661, 93.7717, 423.774, 0.0773195
46.9525, 279.408, 43.674, 372.801, 0.337418
44.9882, 278.991, 10.5612, 337.396, 0.117139
35.6638, 278.726, 2.87143, 320.097, 0.0953959
29.2325, 278.461, 1.1367, 311.693, 0.0195444
37.6688, 278.235, 1.70701, 320.482, 0.0125425
41.5016, 278.037, 1.689, 324.109, 0.0129477
46.0048, 277.863, 1.51972, 328.279, 0.0109377
41.2268, 277.711, 0.000640471, 321.837, 0.0162771
33.7112, 274.577, 0.027826, 311.223, 0.0208444
31.7955, 272.68, 0.0606561, 307.45, 0.0217447
39.4319, 271.455, 0.103923, 313.911, 0.00752076
39.4599, 270.62, 0.00273687, 313.009, 0.0220079
43.1494, 268.925, 0.0191355, 315.024, 0.0110224
41.7042, 267.711, 0.0456201, 312.397, 0.0140209
40.2865, 266.816, 0.0640147, 310.106, 0.026762
37.7383, 266.138, 0.0943333, 306.914, 0.0150096
35.3483, 265.613, 0.0750481, 304.915, 0.0222395
36.1479, 265.2, 0.140496, 305.367, 0.0153566
40.024, 264.87, 0.174453, 308.948, 0.00930289
41.2157, 264.602, 0.153761, 309.851, 0.0226643
39.4025, 264.383, 0.129099, 307.794, 0.00848607
38.6898, 264.201, 0.198282, 306.97, 0.021139
42.5083, 264.049, 0.194008, 310.632, 0.0125234
34.7339, 263.921, 0.199019, 302.736, 0.0172831
37.1951, 263.813, 0.190988, 305.081, 0.0165019
39.6589, 263.722, 0.222055, 307.485, 0.00794048
36.0931, 263.643, 2.85891e-05, 303.619, 0.0205082
44.607, 263.383, 0.000444074, 311.873, 0.0198073
47.5583, 263.16, 0.00104363, 314.602, 0.0125701
36.3261, 262.968, 0.000122438, 303.177, 0.0109924
36.0749, 262.793, 0.000389516, 302.752, 0.014177
37.7355, 262.642, 0.000725287, 304.262, 0.014776
34.1009, 262.512, 0.00119857, 300.497, 0.0131527
30.6921, 262.399, 3.44908e-05, 296.974, 0.0165064
39.0597, 262.293, 0.00013008, 305.236, 0.0425437
32.444, 262.201, 0.000240179, 298.529, 0.0242193
41.8644, 262.121, 0.000538356, 309.097, 0.0183587
39.8791, 262.052, 0.000593391, 307.042, 0.025207
40.4181, 261.991, 0.00103422, 307.52, 0.0139226
37.2362, 261.938, 0.0010057, 304.285, 0.0152207
37.3212, 261.891, 0.00105255, 304.323, 0.0179073
46.8656, 261.85, 0.00104796, 313.826, 0.0198341
39.8324, 261.815, 0.00132031, 306.758, 0.0106078
34.2966, 261.783, 0.00181131, 301.191, 0.021039
34.9187, 261.756, 0.00178596, 301.785, 0.00861632
39.8364, 261.732, 0.00172816, 306.679, 0.0294719
36.1256, 261.711, 0.00207159, 302.947, 0.0160731
31.9916, 261.692, 0.00266722, 298.795, 0.00784416
37.313, 261.676, 0.0017221, 304.099, 0.0160269
32.7704, 261.662, 0.00165809, 299.542, 0.0129432
35.0286, 261.649, 0.00281972, 301.789, 0.00559673
40.4729, 261.638, 0.0018075, 307.221, 0.0198052
39.0309, 261.628, 0.00228416, 305.77, 0.0236144
38.9398, 261.62, 0.0032221, 305.671, 0.0254006
40.3242, 261.612, 0.0023268, 307.047, 0.00937601
40.4064, 261.606, 0.00252381, 307.123, 0.0181451
43.5026, 261.6, 0.00224986, 311.827, 0.0128863
41.5217, 261.595, 0.00278012, 309.842, 0.0158479
39.989, 261.59, 0.00248841, 308.304, 0.0122596
42.0405, 261.586, 0.00280864, 310.352, 0.0127931
43.1082, 261.583, 0.00267446, 311.416, 0.0166867
40.9287, 261.58, 2.67521e-08, 309.231, 0.0124317
37.9953, 261.577, 1.14666e-07, 306.295, 0.0179513
40.1813, 261.574, 2.82197e-07, 308.478, 0.0119882
48.0621, 261.572, 3.12219e-07, 316.356, 0.0179249
33.6445, 261.57, 4.50968e-07, 301.937, 0.0111708
43.3129, 261.568, 6.4874e-07, 311.603, 0.0144844
44.4524, 261.567, 7.40699e-07, 312.741, 0.0134897
33.2995, 261.565, 9.38403e-07, 301.587, 0.0246369
39.55, 261.564, 3.45637e-09, 307.836, 0.0174818
38.5737, 261.563, 1.04268e-08, 306.859, 0.00992342
39.761, 261.562, 3.36167e-08, 308.045, 0.0169812
44.8956, 261.561, 5.4816e-08, 313.179, 0.0216312
42.2924, 261.561, 5.69533e-08, 310.575, 0.0281111
36.5795, 261.56, 7.92655e-08, 304.861, 0.0332006
34.0292, 261.559, 1.23422e-07, 302.311, 0.0372614
37.3453, 261.559, 1.09116e-07, 307.751, 0.028891
33.7799, 261.558, 1.13831e-07, 304.185, 0.0316486
35.4794, 261.558, 1.58146e-07, 305.884, 0.0149774
37.8707, 261.558, 1.50095e-07, 308.275, 0.0276488
37.8975, 261.557, 2.20949e-07, 308.301, 0.0167307
35.6051, 261.557, 1.59843e-07, 306.009, 0.0162151
35.8135, 261.557, 2.15483e-07, 306.217, 0.0225261
39.4608, 261.557, 1.41828e-10, 309.864, 0.0144852
36.6651, 261.557, 5.20862e-10, 307.068, 0.0128222
38.0208, 261.556, 9.85783e-10, 308.424, 0.00978058
40.2425, 261.556, 1.20061e-09, 310.645, 0.0264683
39.9768, 261.556, 2.42822e-09, 310.379, 0.0109104
35.3523, 261.556, 2.4054e-09, 305.755, 0.0231138
38.1009, 261.556, 2.7218e-09, 308.503, 0.0170622
37.2825, 261.556, 3.02965e-09, 307.685, 0.0108553
36.019, 261.556, 3.97131e-09, 306.421, 0.0223374
35.3308, 261.556, 4.06955e-09, 305.733, 0.0104593
39.2929, 261.556, 5.41336e-09, 309.695, 0.0282367
37.5962, 261.556, 6.55386e-09, 307.998, 0.04711
37.1324, 261.556, 5.72047e-09, 307.534, 0.0292876
35.0374, 261.556, 5.78979e-09, 308.236, 0.00998302
42.5456, 261.555, 6.35445e-09, 315.744, 0.0180139
40.9576, 261.555, 6.67153e-09, 314.156, 0.0190298
41.7814, 261.555, 6.08092e-09, 314.979, 0.0122313
40.3017, 261.555, 5.44462e-09, 313.5, 0.0144469
42.3352, 261.555, 7.29603e-09, 315.533, 0.0347263
40.045, 261.555, 8.06036e-09, 313.243, 0.0173409
38.8868, 261.555, 7.9356e-09, 312.085, 0.0256626
35.0675, 261.555, 6.70737e-09, 308.265, 0.0128546
