E_Curvature, E_Area, E_Regularization, E_Total ((pN.nm)), Mean Force (pN)
28.7377, 55.1748, 0, 91.7983, 0.00930713
24.7008, 5.87072, 97.8253, 130.38, 0.17547
24.1884, 79.2255, 61.1305, 166.74, 0.748196
24.2978, 38.1396, 48.0635, 112.602, 0.205379
21.5542, 48.288, 37.9935, 110.067, 0.23063
26.3534, 46.5994, 22.6674, 97.7632, 0.173912
23.2877, 46.6264, 9.01799, 81.1601, 0.0711009
22.7176, 46.5815, 2.37581, 73.8672, 0.100338
18.4971, 46.5305, 0.712773, 67.9588, 0.0280634
26.1872, 46.4874, 0.373596, 75.2667, 0.00754537
27.5413, 46.4493, 0.32031, 76.5354, 0.00445245
23.8137, 46.416, 0.320179, 72.7784, 0.00980129
25.6834, 46.3869, 0.340621, 74.643, 0.00973592
22.2721, 46.3614, 0.237906, 71.1064, 0.00503759
22.6948, 46.3391, 5.3556e-05, 71.2715, 0.00204269
19.7353, 45.8951, 0.00290372, 67.8702, 0.0114435
24.873, 45.6067, 0.0119033, 72.7281, 0.00506613
24.1362, 45.4099, 0.0153979, 71.7977, 0.00734412
28.6923, 45.2699, 0.0214361, 76.2197, 0.0112437
29.7046, 45.167, 0.0208776, 77.1284, 0.00512251
28.552, 45.089, 0.0324291, 75.9093, 0.00775824
23.1355, 45.0286, 0.0476058, 71.1543, 0.0038632
21.1096, 44.9806, 0.0327756, 69.0628, 0.0034226
29.9107, 44.9419, 0.0403971, 77.8306, 0.00516789
27.0138, 44.9105, 4.05423e-05, 74.8599, 0.00497502
27.4877, 44.792, 0.000510021, 75.2138, 0.00629561
23.9751, 44.6954, 0.000190812, 71.6025, 0.00536754
22.4186, 44.608, 0.000671711, 69.9576, 0.00835852
26.3383, 44.5355, 7.62326e-05, 73.8029, 0.00531706
23.881, 44.467, 0.000402256, 71.2763, 0.00835329
23.6239, 44.4095, 0.000899933, 70.9612, 0.0119815
28.3787, 44.3607, 0.00107528, 75.6665, 0.00609324
23.5964, 44.3193, 0.00161869, 70.8425, 0.00729389
25.9972, 44.2839, 0.00242625, 73.2081, 0.00652576
27.8471, 44.2536, 0.00251944, 75.0272, 0.00657583
21.0231, 44.2275, 1.56213e-05, 68.1741, 0.0138284
22.5996, 44.1989, 1.80199e-05, 69.7215, 0.0103466
17.7002, 44.1738, 4.70024e-05, 64.7967, 0.00613325
24.6919, 44.1521, 0.000119895, 71.7663, 0.00805136
29.8172, 44.1332, 0.000121119, 76.8725, 0.00658985
22.9514, 44.1169, 0.000224389, 69.9901, 0.0132159
