E_Curvature, E_Area, E_Regularization, E_Total ((pN.nm)), Mean Force (pN)
29.8678, 116.762, 0, 156.69, 0.0107658
62.1113, 25.419, 701.396, 791.858, 0.306394
21.6974, 387.673, 555.461, 968.126, 0.467725
22.7309, 25.0543, 3722.32, 3772.55, 3.42451
24.1033, 560.262, 16367, 16956.5, 4.98739
26.1499, 67.9542, 33396.9, 33493.2, 6.1249
27.6408, 5.44926, 41366.6, 41420.3, 14.0263
32.4545, 156.609, 39129.4, 39325.5, 6.10018
25.1914, 101.883, 17720.2, 17865.2, 11.5372
29.214, 98.4808, 10564.8, 10697, 4.06262
37.0855, 99.2482, 2940.3, 3082.73, 4.09264
22.2192, 98.9529, 996.577, 1120.4, 2.58352
18.9068, 98.829, 171.917, 292.359, 0.348723
25.3988, 98.7566, 97.2967, 223.903, 0.151267
28.3435, 98.7062, 107.261, 236.716, 0.183495
26.4214, 98.6656, 81.5809, 209.031, 0.138534
23.8922, 98.6317, 72.2016, 197.06, 0.0889276
23.0191, 98.6027, 75.9664, 199.901, 0.0915563
27.648, 98.5776, 72.3847, 200.907, 0.106944
23.1595, 98.5558, 80.7771, 204.776, 0.101889
20.1669, 98.5367, 55.8545, 176.832, 0.056199
22.606, 98.52, 42.1221, 165.514, 0.131906
29.8306, 98.5053, 58.3614, 188.957, 0.101683
29.8379, 98.4925, 63.7698, 194.354, 0.0751152
29.8137, 98.4812, 59.9838, 190.528, 0.0769543
29.6261, 98.4712, 58.2166, 188.56, 0.104463
22.4701, 98.4625, 57.4178, 180.594, 0.134666
27.9354, 98.4548, 41.4864, 170.117, 0.0946147
21.308, 98.4481, 48.9156, 170.91, 0.123888
26.2867, 98.4421, 68.2631, 195.228, 0.0809962
21.987, 98.4369, 50.3191, 172.978, 0.0393047
27.2367, 98.4323, 50.8318, 178.734, 0.0971912
22.0845, 98.4283, 41.4224, 164.168, 0.106959
28.3181, 98.426, 54.8764, 183.852, 0.0636513
29.8407, 98.424, 42.9901, 173.486, 0.0704327
25.0785, 98.4222, 48.6382, 174.37, 0.11949
21.4917, 98.4207, 47.2816, 169.424, 0.0350495
30.567, 98.4193, 47.8442, 179.061, 0.0791328
26.2952, 98.4181, 49.3245, 176.268, 0.0754164
24.5402, 98.417, 48.3765, 173.563, 0.0525086
27.8321, 98.4161, 50.2901, 178.768, 0.0975342
23.9102, 98.4153, 52.3092, 176.864, 0.0664839
25.7049, 98.4146, 40.8693, 167.218, 0.0282372
27.8928, 98.4139, 62.3803, 190.916, 0.059442
31.1278, 98.4134, 53.4517, 185.221, 0.10623
26.5463, 98.4129, 46.1678, 173.355, 0.0624698
25.082, 98.4125, 49.7934, 175.516, 0.138386
27.1706, 98.4121, 46.7375, 174.548, 0.0785154
25.3391, 98.4118, 40.9249, 166.904, 0.0478998
23.9257, 98.4116, 41.8691, 166.434, 0.115451
21.5376, 98.4114, 61.7782, 183.955, 0.0648989
27.7587, 98.4112, 44.5449, 172.943, 0.0973175
26.7326, 98.411, 42.6199, 169.991, 0.0987178
29.6382, 98.4109, 37.3449, 167.622, 0.114296
24.2553, 98.4108, 29.7269, 154.621, 0.0847143
23.3366, 98.4107, 43.9143, 167.889, 0.164303
22.1035, 98.4106, 65.7094, 188.451, 0.102162
27.4536, 98.4106, 47.7473, 175.839, 0.115401
26.2896, 98.4105, 44.9896, 171.917, 0.0577357
23.8231, 98.4105, 41.0369, 165.498, 0.08664
24.3003, 98.4104, 49.4229, 174.361, 0.0353686
23.8643, 98.4104, 55.475, 179.977, 0.0479204
27.0894, 98.4103, 39.3455, 167.073, 0.0741048
18.173, 98.4103, 50.0972, 168.908, 0.125573
23.0286, 98.4103, 34.5202, 158.187, 0.0788195
24.1172, 98.4102, 52.4882, 177.243, 0.0813003
22.9999, 98.4102, 36.5205, 160.158, 0.049384
22.7923, 98.4102, 62.3766, 185.807, 0.0999917
27.8989, 98.4102, 52.8547, 181.391, 0.0786393
25.9547, 98.4102, 40.4412, 167.034, 0.104393
30.9992, 98.4102, 34.6065, 166.244, 0.119317
24.6997, 98.4102, 53.282, 178.62, 0.106417
21.8218, 98.4102, 43.2376, 165.697, 0.0823594
27.7273, 98.4102, 40.4713, 168.837, 0.133697
24.5213, 98.4102, 51.1213, 176.28, 0.0547746
18.9877, 98.4102, 41.7731, 161.399, 0.0848836
27.6874, 98.4102, 46.4989, 174.824, 0.0456835
21.9837, 98.4101, 49.0769, 171.698, 0.0938087
28.6107, 98.4101, 53.0269, 182.275, 0.0597085
23.7219, 98.4101, 43.5774, 167.937, 0.0670508
24.8692, 98.4101, 58.0569, 183.564, 0.073508
25.7248, 98.4101, 39.8799, 166.243, 0.0542024
19.9917, 98.4101, 53.0441, 173.674, 0.0719804
26.5712, 98.4101, 49.0993, 176.308, 0.136282
23.2358, 98.4101, 45.0181, 168.892, 0.125748
25.1761, 98.4101, 45.0052, 170.819, 0.0772772
32.7224, 98.4101, 47.7911, 181.151, 0.0669541
24.8698, 98.4101, 38.6943, 164.202, 0.137268
21.7956, 98.4101, 41.9047, 164.338, 0.0790296
22.5294, 98.4101, 51.6255, 174.793, 0.0723203
30.3925, 98.4101, 47.7688, 178.799, 0.0574351
24.3555, 98.4101, 60.5997, 185.593, 0.0374634
21.2144, 98.4101, 51.9338, 173.786, 0.108212
22.3857, 98.4101, 51.5533, 174.577, 0.0645406
26.1312, 98.4101, 46.4348, 173.204, 0.102488
27.1209, 98.4101, 53.1514, 180.91, 0.0962216
26.4905, 98.4101, 51.243, 178.371, 0.0653226
27.0419, 98.4101, 54.2502, 181.93, 0.0355196
24.3173, 98.4101, 55.9597, 180.915, 0.132404
25.0668, 98.4101, 46.6457, 172.35, 0.0745841
26.1394, 98.4101, 58.2647, 185.042, 0.0900222
27.0517, 98.4101, 47.0745, 174.764, 0.133056
23.0514, 98.4101, 43.9292, 167.618, 0.0839365
24.2405, 98.4101, 54.418, 179.296, 0.0966452
26.8482, 98.4101, 43.706, 171.192, 0.100983
23.4841, 98.4101, 43.9369, 168.059, 0.105107
24.5323, 98.4101, 57.7509, 182.921, 0.0639425
30.0042, 98.4101, 33.6455, 164.287, 0.0970564
