E_Curvature, E_Area, E_Regularization, E_Total ((pN.nm)), Mean Force (pN)
10.0554, 4.65642, 0, 17.2827, 0.00399412
5.51923, 0.487113, 5.45621, 12.0768, 0.110341
10.0329, 3.60557, 1.73769, 16.0115, 0.0290818
9.8121, 3.85672, 0.33729, 14.6399, 0.00794795
8.19059, 3.91244, 0.170449, 12.9098, 0.0102275
7.77489, 3.92686, 0.120118, 12.458, 0.00653104
9.22108, 3.93, 0.100347, 13.8878, 0.00708463
7.2729, 3.92959, 0.0802222, 11.9191, 0.00359735
7.0365, 3.92802, 0.000417299, 11.6014, 0.00409801
5.30781, 3.87525, 0.000600125, 9.81938, 0.00386823
6.89447, 3.84545, 0.00023281, 11.3753, 0.00326205
7.07073, 3.81348, 0.000186447, 11.5192, 0.00177006
9.67845, 3.78632, 0.000142796, 14.0994, 0.00301358
7.24991, 3.76162, 0.000607017, 11.6463, 0.003542
5.6981, 3.74449, 0.00115593, 10.0778, 0.00227928
7.8292, 3.73214, 2.79285e-05, 12.1952, 0.00594
7.93888, 3.71347, 0.000240786, 12.2863, 0.000302793
5.58294, 3.69944, 0.000427533, 9.91643, 0.00264216
8.53424, 3.68865, 0.000754234, 12.8572, 0.00186391
8.77528, 3.68021, 0.000915248, 13.0899, 0.00103741
6.26073, 3.67348, 1.28307e-05, 10.5677, 0.00332981
7.3593, 3.6634, 1.7975e-05, 11.8563, 0.00252045
6.96791, 3.65479, 0.000101356, 11.4558, 0.00376583
8.41635, 3.64774, 8.89574e-06, 12.8966, 0.00432005
7.13941, 3.64094, 2.45701e-05, 11.6124, 0.00274068
10.6804, 3.63528, 4.28692e-06, 15.1474, 0.00209075
7.96129, 3.62999, 2.56721e-05, 12.4226, 0.00326833
9.90415, 3.62552, 3.79973e-06, 14.3607, 0.00570947
6.45267, 3.62139, 1.36288e-05, 10.9048, 0.0060545
6.92723, 3.61788, 2.35949e-05, 11.3756, 0.0020476
6.7614, 3.61487, 1.33983e-06, 11.2066, 0.00342191
7.32559, 3.61204, 5.60707e-06, 11.7677, 0.0026587
6.71035, 3.6096, 1.42248e-05, 11.1499, 0.000905653
7.5597, 3.60749, 7.99971e-07, 11.997, 0.00157536
9.33253, 3.60555, 3.44297e-06, 13.7678, 0.00286452
7.37782, 3.60387, 6.48424e-07, 11.8113, 0.00069829
9.06719, 3.60237, 2.06715e-06, 13.4991, 0.00229214
10.4742, 3.60106, 3.37025e-06, 14.9047, 0.00442747
6.20403, 3.59992, 5.50643e-06, 10.6333, 0.00194711
7.38325, 3.59892, 6.63003e-06, 11.8115, 0.00244446
9.17282, 3.59805, 1.07298e-05, 13.6001, 0.00261794
5.45342, 3.59729, 1.33166e-07, 10.142, 0.0024171
8.20938, 3.59659, 7.1242e-08, 12.8971, 0.00236936
7.64655, 3.59597, 8.38377e-08, 12.3335, 0.00283157
9.24976, 3.59543, 5.60744e-08, 13.9361, 0.00297507
6.62068, 3.59495, 3.52224e-08, 11.3065, 0.000931864
10.208, 3.59453, 3.67569e-08, 14.8932, 0.000393178
6.71169, 3.59415, 1.17729e-07, 11.3965, 0.00327135
4.72728, 3.59383, 1.84649e-08, 9.41175, 0.00182665
7.57165, 3.59354, 7.79373e-08, 12.2558, 0.00210423
8.32942, 3.59329, 1.66118e-07, 13.0133, 0.00195577
7.81059, 3.59307, 9.07283e-09, 12.4942, 0.00206657
5.50632, 3.59287, 8.1966e-09, 10.1897, 0.0025031
9.56398, 3.5927, 4.94188e-09, 14.2471, 0.000768416
6.11462, 3.59254, 3.77653e-09, 10.7976, 0.00511401
9.50017, 3.59241, 1.35189e-08, 14.183, 0.0028212
7.70875, 3.59229, 3.27203e-08, 12.3914, 0.00154285
6.58366, 3.59219, 5.42233e-08, 11.2662, 0.00623055
9.18677, 3.5921, 5.23374e-08, 13.8692, 0.00164987
8.63088, 3.59202, 7.83222e-08, 13.3132, 0.00243631
7.12627, 3.59195, 9.77818e-08, 11.8085, 0.00377579
6.30224, 3.59189, 6.88073e-10, 11.329, 0.00427931
6.89259, 3.59183, 2.67977e-09, 11.9193, 0.00165378
10.6244, 3.59178, 5.04591e-10, 15.6511, 0.0053878
8.61923, 3.59174, 1.87146e-09, 13.6458, 0.00179753
9.53107, 3.5917, 3.43734e-09, 14.5576, 0.00303739
6.28787, 3.59167, 4.55602e-09, 11.3144, 0.0020469
7.00368, 3.59164, 6.9016e-09, 12.0301, 0.00374464
5.96746, 3.59162, 1.08211e-10, 10.9939, 0.00319465
7.41873, 3.59159, 3.37776e-10, 12.4451, 0.00408098
6.16433, 3.59157, 5.84154e-11, 11.1907, 0.00354801
5.14127, 3.59156, 5.14037e-11, 10.1676, 0.00196201
7.13811, 3.59154, 4.83817e-11, 12.1644, 0.00406257
7.36328, 3.59153, 1.67817e-10, 12.3896, 0.00318992
6.51839, 3.59152, 3.27895e-10, 11.5447, 0.00449784
6.32217, 3.59151, 2.44646e-11, 11.3484, 0.00418226
6.38337, 3.5915, 2.46835e-10, 11.4096, 0.0037447
7.31648, 3.59149, 1.61998e-11, 12.3427, 0.00214022
5.9024, 3.59148, 8.84791e-12, 10.9286, 0.00351549
9.74099, 3.59148, 3.61832e-11, 14.7672, 0.00788953
6.9793, 3.59147, 9.31403e-11, 12.0055, 0.00305419
7.09737, 3.59147, 9.11937e-11, 12.577, 0.0043563
5.26626, 3.59146, 1.58797e-10, 10.7459, 0.00180454
8.06539, 3.59146, 2.11213e-10, 13.545, 0.003105
7.83, 3.59145, 2.07325e-10, 13.3097, 0.00681665
6.58302, 3.59145, 2.76762e-10, 12.0627, 0.00293877
5.5935, 3.59145, 3.18596e-10, 11.0731, 0.00529663
6.04178, 3.59145, 2.77903e-10, 11.5214, 0.00123855
7.77593, 3.59144, 2.58145e-10, 13.2556, 0.00588162
5.80452, 3.59144, 3.28115e-10, 11.2841, 0.00640219
6.67772, 3.59144, 4.55782e-10, 12.1574, 0.00194064
5.6615, 3.59144, 3.28143e-13, 11.1411, 0.0047356
10.011, 3.59144, 1.19587e-12, 15.4906, 0.00574589
5.03631, 3.59144, 2.38564e-12, 10.5159, 0.00244068
10.1331, 3.59144, 3.77643e-12, 15.6127, 0.00319237
5.08086, 3.59144, 4.75661e-12, 10.5605, 0.002862
10.2532, 3.59144, 1.13055e-13, 15.7328, 0.00445039
11.3695, 3.59143, 9.02322e-14, 16.8491, 0.00287871
8.37814, 3.59143, 3.14625e-13, 13.8578, 0.00219166
5.821, 3.59143, 4.42922e-13, 11.3006, 0.0015682
9.49921, 3.59143, 3.31395e-14, 14.9788, 0.00346955
9.30726, 3.59143, 2.05279e-14, 15.3837, 0.0060702
6.70987, 3.59143, 9.28275e-14, 12.7863, 0.0034031
9.02168, 3.59143, 1.51868e-13, 15.0981, 0.00210329
9.42584, 3.59143, 2.40416e-13, 15.5023, 0.00227486
8.82564, 3.59143, 5.34923e-13, 14.9021, 0.00271372
7.37286, 3.59143, 7.98498e-15, 13.4493, 0.00149374
4.95828, 3.59143, 5.10375e-15, 11.0347, 0.0023725
5.30073, 3.59143, 1.91081e-14, 11.3771, 0.0017119
9.15347, 3.59143, 2.30846e-15, 15.2299, 0.0085498
6.74969, 3.59143, 1.71035e-15, 12.8261, 0.00619765
9.4905, 3.59143, 6.18256e-15, 15.5669, 0.00297898
7.72806, 3.59143, 1.27654e-14, 13.8045, 0.00196164
6.17418, 3.59143, 2.37455e-14, 12.2506, 0.00294648
8.44816, 3.59143, 3.22143e-14, 14.5246, 0.00497935
7.3916, 3.59143, 4.66693e-16, 13.468, 0.00554171
9.43603, 3.59143, 1.78029e-15, 15.5124, 0.00373473
7.1298, 3.59143, 3.31749e-16, 13.2062, 0.006936
6.81869, 3.59143, 1.02831e-15, 12.8951, 0.00261539
8.83061, 3.59143, 2.69692e-15, 14.907, 0.00294688
10.4117, 3.59143, 4.48194e-15, 16.4881, 0.00967298
6.78071, 3.59143, 1.04606e-16, 13.6426, 0.00161882
9.78042, 3.59143, 3.23655e-16, 16.6423, 0.00166848
9.02774, 3.59143, 8.0368e-16, 15.8896, 0.00638683
6.06593, 3.59143, 4.40552e-17, 12.9278, 0.00150884
7.13647, 3.59143, 1.52953e-16, 13.9983, 0.00325825
7.7436, 3.59143, 4.63074e-16, 14.6055, 0.00253536
8.83557, 3.59143, 5.98025e-16, 15.6974, 0.0024577
4.79638, 3.59143, 1.4339e-17, 11.6582, 0.00283994
6.30925, 3.59143, 9.94794e-18, 13.1711, 0.0030391
5.8205, 3.59143, 9.55656e-18, 12.6823, 0.00304413
6.1606, 3.59143, 7.90998e-18, 13.0225, 0.00218307
6.24491, 3.59143, 6.40074e-18, 13.1068, 0.000774752
5.77943, 3.59143, 5.32003e-18, 12.6413, 0.00681045
6.72135, 3.59143, 1.95274e-17, 13.5832, 0.00163146
4.04879, 3.59143, 2.99734e-17, 10.9106, 0.00118856
5.80454, 3.59143, 4.69591e-17, 12.6664, 0.00116455
5.44863, 3.59143, 1.60014e-18, 12.3105, 0.00345683
7.12499, 3.59143, 1.10422e-18, 13.9868, 0.00253531
5.83246, 3.59143, 5.68281e-18, 12.6943, 0.00256119
7.50922, 3.59143, 8.56392e-19, 14.3711, 0.00137828
4.78667, 3.59143, 7.04185e-19, 12.6822, 0.00321581
8.83313, 3.59143, 3.20559e-18, 16.7287, 0.00277628
4.79584, 3.59143, 6.16921e-18, 12.6914, 0.00347938
4.78375, 3.59143, 3.68995e-19, 12.6793, 0.00345983
6.39449, 3.59143, 2.66319e-19, 14.29, 0.00244372
6.90176, 3.59143, 2.20389e-19, 14.7973, 0.003316
5.6558, 3.59143, 6.24702e-19, 13.5513, 0.00407996
9.46949, 3.59143, 1.08324e-19, 17.365, 0.00270727
7.32759, 3.59143, 8.0701e-20, 15.2231, 0.00479711
5.68197, 3.59143, 4.11594e-19, 13.5775, 0.00802183
5.81587, 3.59143, 6.05319e-19, 13.7114, 0.00462659
6.57488, 3.59143, 7.45435e-19, 14.4704, 0.000779963
8.331, 3.59143, 1.76808e-18, 16.2265, 0.00140492
7.60582, 3.59143, 1.90926e-18, 15.5014, 0.00238827
5.21555, 3.59143, 1.85112e-20, 13.1111, 0.0011811
6.09927, 3.59143, 1.37744e-20, 13.9948, 0.00200957
7.71645, 3.59143, 5.36488e-20, 15.612, 0.00287303
5.50795, 3.59143, 1.18495e-20, 13.4035, 0.00423909
7.19864, 3.59143, 5.33329e-21, 15.0942, 0.001128
5.37846, 3.59143, 2.65747e-20, 13.274, 0.00228832
5.91742, 3.59143, 5.09038e-20, 15.1734, 0.00190141
5.08975, 3.59143, 5.55774e-20, 14.3457, 0.00158343
7.4929, 3.59143, 2.60154e-21, 16.7489, 0.00230067
5.39852, 3.59143, 2.94511e-21, 14.6545, 0.0021969
8.17913, 3.59143, 2.30871e-21, 17.4351, 0.00144752
8.38241, 3.59143, 1.00241e-21, 17.6384, 0.00133646
7.33495, 3.59143, 1.54552e-21, 16.5909, 0.00706928
6.13787, 3.59143, 7.65665e-22, 15.3938, 0.00180903
4.88421, 3.59143, 2.74451e-21, 14.1402, 0.00381808
3.81109, 3.59143, 6.27702e-21, 13.0671, 0.00161177
8.97117, 3.59143, 6.794e-21, 18.2271, 0.00628048
5.47471, 3.59143, 5.96657e-21, 14.7307, 0.00173123
7.53378, 3.59143, 8.44952e-21, 16.7897, 0.00252164
5.67878, 3.59143, 9.74146e-21, 14.9347, 0.000924226
5.4519, 3.59143, 6.31218e-23, 14.7079, 0.00207107
5.99574, 3.59143, 2.43759e-22, 15.2517, 0.00420125
4.59035, 3.59143, 4.56481e-22, 13.8463, 0.0074597
6.5896, 3.59143, 9.34639e-22, 15.8456, 0.00131901
7.81756, 3.59143, 8.81664e-22, 17.0735, 0.00326356
8.59656, 3.59143, 1.30566e-21, 17.8525, 0.00156486
6.60636, 3.59143, 1.40102e-21, 17.6527, 0.00219865
6.79953, 3.59143, 1.58423e-21, 17.8459, 0.00377192
4.83214, 3.59143, 1.53973e-23, 15.8785, 0.00260909
5.59628, 3.59143, 4.31964e-23, 16.6427, 0.0035547
5.4002, 3.59143, 7.06453e-23, 16.4466, 0.00494111
5.89933, 3.59143, 1.71165e-24, 16.9457, 0.00333399
5.17527, 3.59143, 1.1263e-23, 16.2216, 0.00442904
4.75535, 3.59143, 2.02535e-23, 15.8017, 0.00236577
5.62376, 3.59143, 6.43528e-23, 16.6701, 0.00103514
8.17403, 3.59143, 8.70561e-23, 19.2204, 0.00179454
6.77861, 3.59143, 6.21067e-23, 17.825, 0.00629354
9.47716, 3.59143, 2.8575e-24, 20.5235, 0.00327459
5.41283, 3.59143, 6.97766e-24, 16.4592, 0.00477236
4.54077, 3.59143, 1.20177e-23, 15.5871, 0.00206481
8.54844, 3.59143, 1.49046e-23, 19.5948, 0.00361554
8.41583, 3.59143, 2.71033e-23, 19.4622, 0.000585485
6.16526, 3.59143, 1.94582e-23, 17.2116, 0.00411933
7.3104, 3.59143, 9.10061e-24, 18.3568, 0.00730402
8.71848, 3.59143, 2.63184e-23, 19.7649, 0.000948391
6.17361, 3.59143, 1.95253e-23, 17.22, 0.00175382
6.79503, 3.59143, 2.27476e-23, 20.1977, 0.00142888
2.77266, 3.59143, 6.5791e-28, 16.1753, 0.00137717
5.97742, 3.59143, 4.01325e-27, 19.3801, 0.00330778
6.45921, 3.59143, 1.84215e-27, 19.8619, 0.00201036
6.82344, 3.59143, 1.45727e-26, 20.2261, 0.00207387
5.1181, 3.59143, 1.26977e-26, 18.5208, 0.00103101
7.89549, 3.59143, 8.38835e-27, 21.2982, 0.00133116
7.24133, 3.59143, 1.77636e-27, 20.644, 0.00911105
6.7862, 3.59143, 5.59223e-28, 20.1889, 0.00181717
5.9416, 3.59143, 3.306e-26, 19.3443, 0.00106586
9.9559, 3.59143, 4.30931e-27, 23.3586, 0.00270957
6.92588, 3.59143, 2.46716e-27, 20.3286, 0.00173022
6.03848, 3.59143, 1.11845e-27, 19.4412, 0.00292319
4.42197, 3.59143, 4.27641e-28, 17.8247, 0.00172008
7.48246, 3.59143, 3.22376e-27, 20.8851, 0.00516925
6.79834, 3.59143, 4.93432e-28, 20.201, 0.00356382
5.24302, 3.59143, 2.38821e-26, 18.6457, 0.000910304
6.49587, 3.59143, 4.94419e-26, 19.8986, 0.00203677
6.10861, 3.59143, 4.50668e-27, 19.5113, 0.00903277
7.91324, 3.59143, 1.17207e-25, 21.3159, 0.0069886
6.46478, 3.59143, 7.99361e-27, 22.9685, 0.00385311
4.94868, 3.59143, 1.77636e-27, 21.4524, 0.00252953
7.01158, 3.59143, 6.5462e-26, 23.5154, 0.00142503
7.69199, 3.59143, 4.76327e-26, 24.1958, 0.00241561
5.70466, 3.59143, 2.66454e-27, 22.2084, 0.00200844
8.41217, 3.59143, 0, 24.9159, 0.00369621
5.94964, 3.59143, 1.97373e-28, 22.4534, 0.00140629
5.86567, 3.59143, 8.55283e-28, 22.3694, 0.00275736
5.70034, 3.59143, 4.27641e-28, 22.2041, 0.00509769
6.92643, 3.59143, 1.94083e-27, 23.4302, 0.0127063
5.40663, 3.59143, 1.15134e-27, 21.9104, 0.00235496
6.43637, 3.59143, 5.26328e-28, 22.9401, 0.00116612
6.35662, 3.59143, 2.9277e-27, 22.8604, 0.00440062
7.9634, 3.59143, 8.22387e-28, 24.4672, 0.00114769
6.97371, 3.59143, 1.74346e-27, 23.4775, 0.0112706
9.39569, 3.59143, 4.83564e-27, 25.8995, 0.000736275
8.71215, 3.59143, 3.78298e-27, 25.2159, 0.00277862
7.39218, 3.59143, 1.09542e-26, 23.896, 0.00228029
6.24721, 3.59143, 2.26979e-27, 22.751, 0.00315147
4.79424, 3.59143, 0, 21.298, 0.00244273
8.28029, 3.59143, 0, 28.8653, 0.0196546
4.01938, 3.59143, 0, 24.6044, 0.00354572
6.20445, 3.59143, 3.28955e-29, 26.7895, 0.00228903
7.01373, 3.59143, 3.28955e-29, 27.5988, 0.019802
5.29537, 3.59143, 0, 25.8804, 0.00181994
6.34002, 3.59143, 6.5791e-29, 26.925, 0.0028083
4.83384, 3.59143, 0, 25.4189, 0.00352365
4.9806, 3.59143, 0, 25.5656, 0.00324132
6.50239, 3.59143, 0, 27.0874, 0.0026929
6.95667, 3.59143, 0, 27.5417, 0.000522214
8.13835, 3.59143, 0, 28.7234, 0.0317288
5.03702, 3.59143, 0, 25.622, 0.00140829
6.95013, 3.59143, 0, 27.5352, 0.00283839
9.84769, 3.59143, 0, 30.4327, 0.00235909
9.09828, 3.59143, 0, 29.6833, 0.00354859
4.48515, 3.59143, 0, 25.0702, 0.00125784
5.30703, 3.59143, 0, 25.8921, 0.00496719
6.8299, 3.59143, 0, 27.4149, 0.00374997
6.31179, 3.59143, 0, 26.8968, 0.00115697
6.83817, 3.59143, 0, 27.4232, 0.00110395
5.31316, 3.59143, 0, 31.2694, 0.00558917
6.22379, 3.59143, 0, 32.18, 0.00113543
6.72894, 3.59143, 0, 32.6852, 0.00115174
5.7767, 3.59143, 0, 31.733, 0.00290702
9.5794, 3.59143, 0, 35.5357, 0.00222245
6.18224, 3.59143, 0, 32.1385, 0.00240136
7.83216, 3.59143, 0, 33.7884, 0.0020906
7.63056, 3.59143, 0, 33.5868, 0.00164894
6.90394, 3.59143, 0, 32.8602, 0.0169369
9.33122, 3.59143, 0, 35.2875, 0.00111597
5.75977, 3.59143, 0, 31.716, 0.00230368
7.72286, 3.59143, 0, 33.6791, 0.0295494
5.69329, 3.59143, 0, 31.6496, 0.00156116
6.47828, 3.59143, 0, 32.4345, 0.000633655
5.68793, 3.59143, 0, 31.6442, 0.0175363
7.64273, 3.59143, 0, 33.599, 0.0015281
3.99387, 3.59143, 0, 29.9501, 0.00224645
6.41695, 3.59143, 0, 32.3732, 0.00325112
6.04445, 3.59143, 0, 32.0007, 0.0013301
8.56583, 3.59143, 0, 34.5221, 0.0183457
7.85434, 3.59143, 0, 40.8795, 0.00285307
7.29646, 3.59143, 0, 40.3217, 0.00251123
6.36442, 3.59143, 0, 39.3896, 0.00308764
4.36157, 3.59143, 0, 37.3868, 0.0010577
5.91207, 3.59143, 0, 38.9373, 0.00144153
7.16781, 3.59143, 0, 40.193, 0.00130167
6.20685, 3.59143, 0, 39.232, 0.00114329
5.75638, 3.59143, 0, 38.7816, 0.0260464
6.69244, 3.59143, 0, 39.7176, 0.000699394
3.38168, 3.59143, 0, 36.4069, 0.00328308
6.00608, 3.59143, 0, 39.0313, 0.00240734
6.62054, 3.59143, 0, 39.6457, 0.00565461
5.53634, 3.59143, 0, 38.5615, 0.0630297
6.08786, 3.59143, 0, 39.1131, 0.0306622
5.86714, 3.59143, 0, 38.8923, 0.00557906
9.37867, 3.59143, 0, 42.4039, 0.00173888
5.99824, 3.59143, 0, 39.0234, 0.000403057
5.70298, 3.59143, 0, 38.7282, 0.0104848
6.34638, 3.59143, 0, 39.3716, 0.00150391
6.08434, 3.59143, 0, 39.1095, 0.000958178
9.26127, 3.31153, 0.0134383, 33.771, 0.0122412
8.89966, 3.53067, 1.1164, 34.8132, 0.00388656
