x,y,z
-8.501153773495362,-7.4951573577451445,0.5802447162795801
-4.301411721668168,-9.113787417191299,0.8554885617171024
0.024528003171754593,-9.607902692001451,0.9498447073422369
4.3380304667695935,-9.105091314458493,0.853876120268886
8.49707747533936,-7.497467260033546,0.5806005605835409
-12.153652797879168,-4.296146503216664,0.19140030486868653
-7.660349340517163,-3.4661102912005717,1.1696328721117126
-3.8006724623545103,-4.737847377570879,1.5113570323862433
-0.05282270965456367,-4.927768902489315,1.638201656988862
3.708514154877545,-4.694163048999048,1.5224788117870744
7.5729127450709015,-3.501370270249997,1.1806512777734781
12.136770129683056,-4.319924909126681,0.19352416393117977
-13.58766052000969,0.009520092435890888,-9.417629982522158e-07
-9.364275938877677,0.034501108209382604,0.9969151783134578
-4.203614535075397,-0.03288098350727925,1.704623348082606
1.801733975698675e-08,8.442794771561922e-09,1.8816513002267499
4.203614535075397,0.03288098350727925,1.704623348082606
9.364275938877677,-0.034501108209382604,0.9969151783134578
13.58766052000969,-0.009519820682680489,-9.417092314834008e-07
-12.136770129683056,4.319924909126681,0.19352416393117977
-7.5729127450709015,3.501370270249997,1.1806512777734781
-3.708514154877545,4.694163048999048,1.5224788117870744
0.05282270965456367,4.927768902489315,1.638201656988862
3.8006724623545103,4.737847377570879,1.5113570323862433
7.660349340517163,3.4661102912005717,1.1696328721117126
12.153652797879168,4.296146503216664,0.19140030486868653
-8.49707747533936,7.497467260033546,0.5806005605835409
-4.3380304667695935,9.105091314458493,0.853876120268886
-0.02452820698666239,9.607902692001451,0.9498447072403522
4.301411721668168,9.113787417191299,0.8554885617171024
8.501153773495362,7.4951573577451445,0.5802447162795801
