Energy-Curvature, -Area, -Regularization, -Total ((pN.nm)); Mean Force (pN)
1.00474, 1.07465e-07, 33.0553, 181266, 1.23702
17.4636, 2.80829e-05, 236.899, 180755, 1.70526
80.1013, 0.000550491, 417.047, 179915, 1.85743
274.082, 0.00616173, 659.495, 178510, 2.45773
266.968, 0.00606216, 721.233, 178267, 4.01032
358.972, 0.0114814, 1260.84, 177900, 5.52595
494.802, 0.0227386, 2251.84, 177600, 7.10498
713.703, 0.0507942, 2767.35, 176677, 8.11694
984.643, 0.107933, 3596.2, 175533, 10.8108
1245.28, 0.203338, 4747.65, 174972, 13.0978
1314.71, 0.301152, 4800.15, 173081, 15.2296
1258.71, 0.397013, 3981.4, 170706, 15.2658
1185.32, 0.552161, 3919.84, 169140, 15.5574
1234.96, 0.781344, 3775.02, 168035, 10.5428
1161.45, 1.02322, 4624.96, 167776, 15.4937
1087.33, 0.983684, 3107.61, 166052, 13.8137
1059.45, 0.965265, 2229.17, 164983, 11.2627
1034.8, 0.957486, 2150.18, 164805, 11.601
1017.62, 0.949797, 1586.29, 164281, 9.54473
1024.15, 0.962882, 1098.78, 163690, 6.17076
1034.87, 0.981083, 1009.42, 163504, 4.99856
1004.24, 0.970314, 1105.37, 163396, 6.82338
982.508, 0.961812, 1173.92, 163331, 7.67755
984.371, 0.975173, 1081.53, 162828, 6.97564
970.76, 0.973416, 1162.43, 162783, 7.49452
954.94, 0.96804, 921.032, 162656, 6.47193
939.858, 0.962502, 929.669, 162613, 6.70578
946.835, 0.978239, 827.603, 162473, 5.46573
956.943, 0.996786, 851.989, 162392, 5.23723
944.296, 0.995319, 919.368, 162164, 6.52305
950.418, 1.00316, 921.214, 162106, 3.60139
936.927, 1.00272, 871.47, 162091, 5.22216
923.928, 1.00198, 951.609, 162050, 6.47439
914.584, 1.0013, 906.591, 161841, 6.5416
905.601, 0.999947, 714.98, 161612, 5.26024
899.887, 1.00054, 705.575, 161488, 5.12068
902.358, 1.00977, 725.954, 161399, 5.02414
903.797, 1.01275, 712.308, 161366, 3.33356
897.453, 1.01169, 569.968, 161229, 2.64398
