E_Curvature, E_Area, E_Regularization, E_Total ((pN.nm)), Mean Force (pN)
7.82826, 6.7504, 0, 17.962, 0.00172997
5.56625, 0.721188, 7.79951, 14.8816, 0.0642545
5.21635, 4.02613, 3.03191, 13.0848, 0.0384071
6.38146, 5.10914, 0.924269, 13.2205, 0.0277099
10.5406, 5.46772, 0.37975, 17.1888, 0.0105222
8.89531, 5.60688, 0.249383, 15.5463, 0.0168614
6.90495, 5.66792, 0.210524, 13.5725, 0.0132166
5.95266, 5.69712, 0.140952, 12.5746, 0.0119754
8.99651, 5.71191, 0.128845, 15.6165, 0.00769209
5.84288, 5.71963, 0.104813, 12.4425, 0.00790999
8.45116, 5.72367, 0.150606, 15.097, 0.00231509
5.16916, 5.7257, 0.000249509, 11.6634, 0.00575239
5.82343, 5.68322, 0.000312228, 12.2713, 0.00309027
7.13213, 5.65316, 0.000556463, 13.5468, 0.00310902
9.89827, 5.63118, 0.000818892, 16.2882, 0.00365494
6.97165, 5.61465, 4.87231e-05, 13.3417, 0.00364719
4.79222, 5.59194, 8.65252e-05, 11.1374, 0.00258153
5.30039, 5.57273, 4.42036e-05, 11.6243, 0.00387479
4.81705, 5.55558, 0.000190644, 11.1222, 0.00216878
5.97424, 5.54185, 0.000210746, 12.2642, 0.0035303
5.91579, 5.53072, 0.000510047, 12.1935, 0.00203776
5.18162, 5.5216, 0.000485615, 11.6846, 0.00711382
5.74682, 5.51402, 0.000600771, 12.2406, 0.00380408
8.63207, 5.50769, 0.000892513, 15.1182, 0.0034507
7.03615, 5.50238, 0.00102285, 13.5158, 0.0054685
5.56029, 5.49789, 2.46443e-06, 12.0332, 0.0058625
5.83636, 5.49131, 1.44303e-05, 12.3016, 0.00294338
6.19353, 5.48572, 3.21993e-06, 12.6522, 0.00295113
7.05147, 5.48067, 1.33662e-05, 13.5043, 0.00315154
6.56502, 5.47634, 2.21212e-06, 13.0128, 0.0067292
7.04836, 5.47242, 1.39648e-06, 13.4915, 0.00377347
4.96287, 5.46896, 6.22451e-06, 11.402, 0.00194931
8.0052, 5.46597, 1.26844e-05, 14.4409, 0.00341366
9.36744, 5.46338, 1.89355e-05, 15.8001, 0.00571296
7.81268, 5.46113, 3.41088e-05, 14.2427, 0.00322266
6.19939, 5.45917, 2.5417e-05, 12.6271, 0.00393279
8.2838, 5.45781, 5.8049e-05, 14.71, 0.0129837
6.34944, 5.45662, 1.48184e-07, 12.7742, 0.00356955
6.19388, 5.45548, 4.5038e-07, 12.6173, 0.00453915
13.0095, 5.45448, 5.61173e-06, 19.4317, 0.00493592
4.25348, 5.4536, 7.77564e-08, 10.6747, 0.00241811
6.29315, 5.45282, 6.34133e-08, 13.0193, 0.0031331
5.11697, 5.45213, 2.16556e-07, 11.8422, 0.00635217
6.88175, 5.45153, 3.92854e-08, 13.6062, 0.00790415
8.04295, 5.45099, 1.74623e-07, 14.7667, 0.0019602
9.3668, 5.45053, 2.56363e-07, 16.09, 0.00350601
7.92742, 5.45011, 4.38887e-07, 14.6501, 0.00316476
6.38539, 5.44975, 7.27084e-07, 13.1076, 0.00204584
7.20326, 5.44944, 1.34462e-08, 13.925, 0.00364752
6.2056, 5.44915, 3.46354e-08, 12.927, 0.00247447
9.57253, 5.44891, 1.29494e-07, 16.2936, 0.00527851
8.02245, 5.44869, 1.08051e-07, 14.7433, 0.00294039
6.58051, 5.4485, 1.91881e-07, 13.3011, 0.00649733
6.34567, 5.44833, 2.44757e-07, 13.066, 0.00240479
5.09612, 5.44818, 2.91123e-07, 11.8163, 0.00292537
4.9651, 5.44805, 3.41711e-07, 11.6851, 0.00317065
3.4865, 5.44793, 1.32301e-09, 10.2064, 0.00383687
7.15092, 5.44783, 1.40792e-09, 13.8706, 0.00314448
4.23072, 5.44774, 6.817e-10, 10.9503, 0.00334416
6.01204, 5.44767, 9.26265e-10, 12.7316, 0.0071192
3.51284, 5.4476, 6.56428e-10, 10.2323, 0.00355087
5.09842, 5.44754, 2.27567e-09, 12.2198, 0.00470949
7.76113, 5.44748, 4.54483e-09, 14.8824, 0.00416722
6.76421, 5.44743, 6.79591e-09, 13.8854, 0.0041695
5.58105, 5.44739, 2.25408e-10, 12.7022, 0.00195332
4.84486, 5.44736, 1.62994e-10, 11.9659, 0.00617691
6.34025, 5.44732, 4.79913e-10, 13.4613, 0.00350455
8.7037, 5.44729, 1.04705e-09, 15.8247, 0.00458869
4.96651, 5.44727, 1.51392e-09, 12.0875, 0.00350609
5.64225, 5.44725, 2.80412e-09, 12.7632, 0.00531044
5.55319, 5.44723, 3.40577e-09, 12.6741, 0.00562956
5.7047, 5.44721, 2.93156e-09, 12.8255, 0.00453475
4.40844, 5.4472, 2.7424e-11, 11.5293, 0.00320486
6.067, 5.44718, 6.71304e-11, 13.1878, 0.00399046
6.3141, 5.44717, 2.03598e-10, 13.4349, 0.00426544
9.40698, 5.44716, 1.30857e-11, 16.5278, 0.00159375
5.36088, 5.44715, 9.38238e-12, 12.4816, 0.00157705
8.61351, 5.44714, 4.15515e-11, 15.7343, 0.00228268
8.42862, 5.44714, 3.4396e-12, 15.5494, 0.00379872
6.15534, 5.44713, 4.89045e-12, 13.2761, 0.0010675
6.7641, 5.44713, 1.60582e-11, 13.8848, 0.0061755
6.19072, 5.44712, 2.51265e-11, 13.8404, 0.00276525
6.34385, 5.44712, 5.47308e-11, 13.9935, 0.00333826
6.76523, 5.44711, 6.62349e-11, 14.4149, 0.00571074
