E_Curvature, E_Area, E_Regularization, E_Total ((pN.nm)), Mean Force (pN)
4.415, 351.07, 0, 365.545, 0.0128153
1.7897, 45.7342, 356.734, 406.479, 0.58588
5.95508, 221.616, 162.519, 392.396, 0.486286
9.18125, 279.659, 39.1034, 330.267, 0.0919379
4.23613, 279.659, 51.354, 337.573, 0.16117
4.00673, 279.659, 48.0896, 334.079, 0.238173
8.43726, 279.659, 27.3658, 317.786, 0.165833
5.34299, 279.659, 26.4809, 313.806, 0.123607
6.05192, 279.659, 24.7426, 312.777, 0.151054
14.5225, 279.659, 29.6697, 326.175, 0.167898
5.41412, 279.659, 39.0337, 326.43, 0.139787
4.05321, 279.659, 24.8002, 310.836, 0.129415
3.19927, 279.659, 29.9271, 315.109, 0.082624
5.05052, 279.659, 28.0135, 315.047, 0.143108
4.54545, 279.659, 27.8212, 314.349, 0.206602
3.65524, 279.659, 27.301, 312.939, 0.205457
2.6553, 279.659, 26.8981, 311.536, 0.106172
2.80285, 279.659, 32.5977, 317.383, 0.0597425
8.85364, 279.659, 35.5306, 326.367, 0.140213
2.38562, 279.659, 54.9931, 339.361, 0.357534
8.27375, 279.659, 15.0849, 305.341, 0.278263
5.89516, 279.659, 43.2772, 331.155, 0.123884
4.95927, 279.659, 25.2381, 312.18, 0.0857813
6.11775, 279.659, 20.1299, 308.23, 0.135997
9.10441, 279.659, 25.8824, 316.969, 0.129822
2.2507, 279.659, 27.1476, 311.381, 0.457242
12.0037, 279.659, 31.7765, 325.763, 0.131909
5.41388, 279.659, 17.2229, 304.619, 0.118104
11.4625, 279.659, 47.0583, 340.503, 0.212163
4.85252, 279.659, 35.4275, 322.263, 0.15597
5.62963, 279.659, 30.1964, 317.809, 0.153353
6.33544, 279.659, 38.2194, 326.537, 0.0684462
2.25236, 279.659, 40.8874, 325.122, 0.116374
3.02726, 279.659, 35.1861, 320.196, 0.0720732
5.8528, 279.659, 36.3248, 324.16, 0.292018
9.99417, 279.659, 36.9371, 328.914, 0.0987645
11.9663, 279.659, 28.1275, 322.076, 0.2256
3.57995, 279.659, 26.6272, 312.19, 0.166976
5.55765, 279.659, 41.4377, 328.978, 0.292752
4.42039, 279.659, 55.4473, 341.85, 0.238087
12.9508, 279.659, 38.9982, 333.932, 0.0880084
13.4644, 279.659, 44.7627, 340.21, 0.0798218
5.17304, 279.659, 24.0101, 311.166, 0.115614
2.28023, 279.659, 53.6385, 337.901, 0.204249
8.36356, 279.659, 38.4086, 328.755, 0.143717
5.59373, 279.659, 33.3722, 320.949, 0.152904
7.5836, 279.659, 28.7476, 318.314, 0.139891
13.1167, 279.659, 41.5888, 336.688, 0.088389
4.96543, 279.659, 32.0408, 318.989, 0.0935547
4.40793, 279.659, 29.9285, 316.319, 0.35092
10.7835, 279.659, 35.7361, 328.502, 0.165243
10.2693, 279.659, 29.9233, 322.175, 0.0973279
6.46699, 279.659, 35.8342, 324.284, 0.0952736
12.6055, 279.659, 75.3512, 369.939, 0.0714156
13.5374, 279.659, 40.0398, 335.56, 0.190097
4.69228, 279.659, 38.2985, 324.973, 0.0776867
5.48017, 279.659, 16.8635, 304.326, 0.117981
1.70199, 279.659, 42.8376, 326.522, 0.329955
2.99424, 279.659, 32.7334, 317.71, 0.178694
9.17674, 279.659, 34.3908, 325.55, 0.221246
4.83494, 279.659, 35.3281, 322.146, 0.152742
6.96181, 279.659, 40.941, 329.885, 0.108596
12.3499, 279.659, 51.8023, 346.135, 0.195505
11.1949, 279.659, 26.4026, 319.58, 0.117355
5.87079, 279.659, 41.2274, 329.081, 0.101116
6.79601, 279.659, 26.4096, 315.188, 0.106002
5.9827, 279.659, 53.5424, 341.508, 0.187581
6.32576, 279.659, 38.3503, 326.659, 0.163959
6.80171, 279.659, 39.5092, 328.294, 0.148268
12.2953, 279.659, 47.2683, 341.546, 0.216971
3.13911, 279.659, 10.7939, 295.916, 0.208968
11.2862, 279.659, 37.9068, 331.176, 0.138679
12.8583, 279.659, 48.1149, 342.956, 0.203485
8.52674, 279.659, 25.1216, 315.631, 0.157758
11.779, 279.659, 40.9728, 334.734, 0.156501
3.06317, 279.659, 34.582, 319.628, 0.124493
10.6116, 279.659, 26.876, 319.47, 0.264163
5.00716, 279.659, 35.9775, 322.967, 0.0918445
5.86683, 279.659, 30.3497, 318.199, 0.194755
10.3482, 279.659, 32.4402, 324.771, 0.306949
6.8166, 279.659, 45.0003, 333.8, 0.171444
10.2705, 279.659, 32.6855, 324.939, 0.176841
1.65903, 279.659, 23.3536, 306.995, 0.193974
7.9927, 279.659, 34.721, 324.696, 0.112423
6.36724, 279.659, 50.8395, 339.189, 0.0933473
6.64775, 279.659, 29.1907, 317.821, 0.160632
9.0972, 279.659, 43.7488, 334.829, 0.124695
6.48113, 279.659, 48.5427, 337.006, 0.192428
8.14421, 279.659, 40.6934, 330.82, 0.16809
4.30888, 279.659, 21.2852, 307.577, 0.0617569
5.2443, 279.659, 31.1455, 318.372, 0.0625335
3.92764, 279.659, 23.5133, 309.424, 0.228488
16.3619, 279.659, 0, 298.345, 0.0136797
2.87881, 279.659, 0, 284.861, 0.016689
1.8717, 279.659, 0, 283.854, 0.0168216
14.3312, 279.659, 0, 296.314, 0.0190156
3.93421, 279.659, 0, 285.917, 0.0207507
3.38485, 279.659, 0, 285.367, 0.0194687
5.73032, 279.659, 0, 287.713, 0.0149481
14.4732, 279.659, 0, 296.456, 0.0156585
7.79248, 279.659, 0, 289.775, 0.0166891
9.21772, 279.659, 0, 291.2, 0.0234633
2.83269, 279.659, 0, 284.815, 0.0272671
