E_Curvature, E_Area, E_Regularization, E_Total ((pN.nm)), Mean Force (pN)
16.4078, 16.8998, 0, 36.196, 0.00555849
12.0903, 2.95348, 28.3467, 44.5467, 0.122275
14.1969, 27.6292, 17.239, 60.2843, 0.37986
13.6319, 14.8417, 15.7645, 45.4113, 0.219335
14.0202, 17.9586, 15.5204, 48.7088, 0.0896211
14.0766, 17.4216, 7.22385, 39.9034, 0.149641
12.0825, 17.4638, 2.60568, 33.3459, 0.0708897
18.2912, 17.4744, 0.750457, 37.7014, 0.0551227
10.733, 17.4841, 0.185031, 29.5873, 0.0179405
14.0334, 17.492, 0.134151, 32.8423, 0.00381281
10.4401, 17.499, 0.108406, 29.2283, 0.00349663
14.9093, 17.5051, 0.108564, 33.7019, 0.00258008
14.0956, 17.5105, 4.00273e-05, 32.7835, 0.00576894
13.9227, 17.3138, 0.00232006, 32.4127, 0.00537272
12.1663, 17.2046, 0.00594519, 30.5478, 0.00344825
12.7144, 17.14, 0.000422085, 31.0232, 0.0119711
16.1711, 17.0251, 0.00174252, 34.3638, 0.00383877
12.9363, 16.9495, 0.00505973, 31.0546, 0.00815456
13.045, 16.8978, 0.00781374, 31.1126, 0.00531817
15.7499, 16.8614, 0.00930771, 33.781, 0.00529624
14.0444, 16.8351, 0.00842439, 32.0469, 0.00154149
16.5038, 16.8155, 5.42655e-05, 34.8431, 0.00419906
15.9281, 16.7582, 0.000357884, 34.2075, 0.00587242
14.5954, 16.7138, 0.0012791, 32.8286, 0.00301395
12.2462, 16.6787, 0.00180407, 30.4425, 0.00365701
15.7, 16.6507, 0.00261512, 33.8671, 0.00472789
17.3497, 16.628, 4.94038e-05, 35.4898, 0.00520479
16.7549, 16.5983, 0.000183709, 34.8637, 0.00332721
13.5331, 16.5737, 3.81867e-05, 31.6158, 0.00914989
12.3338, 16.5508, 0.000130064, 30.3925, 0.00387242
11.0999, 16.5316, 0.000288948, 29.1386, 0.0098776
9.8931, 16.5155, 0.000556639, 27.9149, 0.00368604
11.981, 16.5018, 0.000649751, 29.9883, 0.00457849
12.3182, 16.4902, 0.000726568, 30.3133, 0.0083826
14.3847, 16.4802, 8.32327e-06, 32.3685, 0.00342769
16.1326, 16.4693, 2.71967e-05, 34.1049, 0.00421276
12.9365, 16.46, 5.48057e-05, 30.899, 0.00285688
13.1836, 16.4519, 3.93336e-06, 31.1376, 0.00175968
13.0972, 16.4445, 1.32889e-05, 31.0433, 0.00381173
20.313, 16.438, 2.83022e-05, 38.2524, 0.00421113
14.7083, 16.4324, 4.90196e-05, 32.6418, 0.00295647
17.4022, 16.4276, 1.53228e-06, 35.8049, 0.00671768
13.6869, 16.4231, 4.83117e-06, 32.0846, 0.0041769
16.9323, 16.4192, 1.29212e-05, 35.3257, 0.00180831
11.2367, 16.4158, 1.8261e-05, 29.6263, 0.00324242
12.3184, 16.4129, 2.5071e-05, 30.7047, 0.00258442
11.5217, 16.4103, 3.40131e-05, 29.9051, 0.00321553
17.6496, 16.408, 3.04694e-07, 36.0304, 0.00257548
13.4206, 16.4059, 2.77969e-07, 31.7991, 0.00282414
12.9786, 16.4041, 1.94156e-07, 31.3551, 0.00476108
16.9097, 16.4025, 1.5413e-07, 35.2844, 0.00264742
12.4822, 16.4011, 5.77585e-07, 30.8553, 0.00338045
11.6965, 16.3998, 9.67957e-07, 30.0683, 0.00437065
11.3815, 16.3987, 7.85594e-08, 29.752, 0.00360326
10.5316, 16.3977, 5.43938e-08, 28.9011, 0.00164226
15.3115, 16.3969, 4.76118e-08, 33.68, 0.00217992
13.5072, 16.3961, 1.21811e-07, 31.8749, 0.00224445
18.2157, 16.3955, 2.65707e-08, 36.5827, 0.0016546
11.7354, 16.3949, 2.53083e-08, 30.1017, 0.0158307
12.4978, 16.3944, 1.56522e-08, 30.8635, 0.00171657
13.6471, 16.3939, 4.53121e-08, 32.0123, 0.00277415
10.1792, 16.3936, 1.59846e-07, 29.167, 0.00496024
14.7316, 16.3932, 2.33844e-07, 33.719, 0.00450602
12.0637, 16.3929, 2.58948e-07, 31.0507, 0.00458941
