E_Curvature, E_Area, E_Regularization, E_Total ((pN.nm)), Mean Force (pN)
4.68583, 2.24357, 0, 9.48536, 0.00389522
2.00496, 0.242637, 3.32141, 6.48804, 0.0206173
2.32994, 2.35364, 1.60817, 7.27636, 0.0529425
1.71883, 1.89382, 0.562836, 5.1139, 0.0257091
2.07628, 1.9231, 0.176977, 5.13429, 0.0155274
2.53743, 1.92117, 0.06489, 5.45786, 0.00502507
1.12153, 1.919, 0.0203564, 3.99607, 0.00267825
2.4479, 1.9171, 0.0308096, 5.32331, 0.0015143
3.15091, 1.91545, 0.0321748, 6.02173, 0.0012089
2.95679, 1.91401, 0.0181665, 5.80812, 0.00124409
1.8268, 1.91275, 3.02585e-05, 4.65531, 0.00354399
2.62575, 1.88843, 0.000203395, 5.42607, 0.00127762
2.34003, 1.87454, 0.000681142, 5.12375, 0.00137003
3.82215, 1.86596, 0.000996677, 6.59497, 0.00134052
1.68601, 1.8603, 3.00432e-05, 4.44999, 0.0021294
2.90994, 1.84712, 7.95533e-05, 5.65866, 0.000966501
2.79433, 1.83707, 4.85516e-05, 5.53119, 0.0017384
3.18273, 1.82777, 0.000207988, 5.90889, 0.00452379
2.74846, 1.82091, 2.86605e-05, 5.46626, 0.00138783
2.58553, 1.81339, 8.23825e-05, 5.29469, 0.00231168
3.8755, 1.80761, 0.000163076, 6.57795, 0.00191186
2.61405, 1.80307, 1.24708e-05, 5.31096, 0.00376674
2.93146, 1.79781, 1.44821e-05, 5.62233, 0.00143
4.1112, 1.79326, 5.23244e-05, 6.79687, 0.00241062
2.76913, 1.78955, 9.029e-05, 5.45054, 0.00211068
4.00683, 1.78651, 4.215e-06, 6.68461, 0.00085799
3.26071, 1.78331, 2.19082e-05, 5.93485, 0.00889784
4.59237, 1.78051, 2.17837e-05, 7.26332, 0.00142033
3.5708, 1.77816, 2.52703e-05, 6.23904, 0.000784945
3.33918, 1.77618, 4.4801e-05, 6.00516, 0.0034007
2.63438, 1.77449, 1.31196e-06, 5.29837, 0.00109494
3.113, 1.77278, 6.09451e-06, 5.77504, 0.002708
2.32118, 1.77132, 1.16105e-05, 4.98156, 0.00443732
2.24438, 1.77006, 2.11863e-05, 4.90332, 0.00339047
3.13754, 1.76898, 2.40033e-05, 5.79525, 0.00110744
3.31484, 1.76804, 2.74876e-05, 5.97147, 0.00212729
2.80588, 1.76723, 3.88123e-05, 5.4616, 0.000639031
2.02877, 1.76653, 4.22123e-05, 4.68368, 0.00232081
3.88676, 1.76592, 6.76315e-05, 6.54099, 0.00160823
1.69713, 1.76539, 5.18905e-05, 4.35073, 0.00309299
1.28493, 1.76493, 9.17987e-08, 3.93795, 0.00131557
2.17641, 1.76454, 3.17987e-07, 4.82899, 0.000805888
4.66579, 1.7642, 6.06717e-07, 7.31798, 0.000979816
2.95049, 1.76391, 3.1049e-08, 5.60235, 0.00287843
3.26745, 1.76364, 3.08807e-08, 5.91902, 0.000308656
1.62227, 1.76341, 1.14326e-07, 4.27357, 0.00241076
3.93842, 1.76321, 2.47198e-07, 6.58948, 0.000904038
2.17013, 1.76303, 3.06374e-07, 4.821, 0.00146421
3.08351, 1.76287, 5.31943e-07, 5.73419, 0.000983092
2.40167, 1.76273, 1.01472e-08, 5.0522, 0.00132191
2.81578, 1.76261, 4.50005e-09, 5.46617, 0.000821165
3.79934, 1.7625, 4.74872e-09, 6.44961, 0.000943183
1.38327, 1.76241, 5.05815e-09, 4.03343, 0.000805172
3.49662, 1.76232, 2.8061e-09, 6.14668, 0.00418057
3.52146, 1.76225, 2.03764e-09, 6.17144, 0.00104871
3.75946, 1.76219, 8.44024e-09, 6.40936, 0.00204653
3.40196, 1.76213, 1.58623e-08, 6.0518, 0.000898588
0.994475, 1.76208, 1.36715e-09, 3.64426, 0.00217055
3.30322, 1.76204, 4.26984e-09, 5.95295, 0.00278391
3.26931, 1.762, 9.17072e-09, 5.919, 0.00098942
2.60601, 1.76196, 7.16459e-10, 5.25566, 0.00223019
5.13738, 1.76193, 1.9581e-09, 7.787, 0.001427
3.05989, 1.76191, 3.21714e-09, 5.70948, 0.00278131
2.52898, 1.76188, 2.40145e-10, 5.17854, 0.00113852
3.75867, 1.76186, 1.01844e-09, 6.40821, 0.00100847
4.21673, 1.76184, 1.7602e-09, 6.86625, 0.00102412
3.48878, 1.76183, 1.22186e-10, 6.13828, 0.00054071
3.34303, 1.76181, 9.96235e-11, 5.99251, 0.00158789
4.43722, 1.7618, 8.21567e-11, 7.08669, 0.00054051
2.15331, 1.76179, 2.62957e-10, 4.80277, 0.00275347
1.36963, 1.76178, 7.28096e-10, 4.01908, 0.00284331
1.89516, 1.76177, 9.32001e-10, 4.5446, 0.00808316
3.27206, 1.76177, 1.64024e-11, 5.9215, 0.00176774
3.24596, 1.76176, 5.65955e-11, 5.89539, 0.00167702
3.31536, 1.76176, 8.29665e-11, 5.96478, 0.00371593
1.46913, 1.76175, 8.03356e-12, 4.11855, 0.00289483
3.24952, 1.76175, 3.00507e-11, 5.89893, 0.00184156
2.06597, 1.76175, 3.83563e-12, 4.71538, 0.000834992
2.00782, 1.76174, 1.45694e-11, 4.65722, 0.000427832
0.849521, 1.76174, 3.35942e-11, 3.49892, 0.00194573
3.47985, 1.76174, 1.8745e-12, 6.12925, 0.000552713
2.93961, 1.76174, 5.67955e-12, 5.58901, 0.00185645
1.80453, 1.76174, 9.24077e-12, 4.45393, 0.00201265
2.82169, 1.76174, 1.58362e-11, 5.47109, 0.000435028
2.22016, 1.76173, 6.84965e-13, 4.86955, 0.000832237
2.51452, 1.76173, 1.61826e-12, 5.16392, 0.00143875
2.67752, 1.76173, 3.25363e-13, 5.32692, 0.00121892
2.38859, 1.76173, 1.85598e-13, 5.03799, 0.00254572
3.01788, 1.76173, 1.37144e-13, 5.66727, 0.000934814
4.77436, 1.76173, 5.0724e-13, 7.42375, 0.00222892
2.38789, 1.76173, 1.36125e-12, 5.03728, 0.00155822
1.45641, 1.76173, 2.1388e-12, 4.1058, 0.00282657
2.9916, 1.76173, 7.21798e-14, 5.64099, 0.00252632
2.18049, 1.76173, 1.51203e-13, 4.82988, 0.00226187
4.36019, 1.76173, 2.93347e-14, 7.00958, 0.0034963
1.89658, 1.76173, 2.45475e-14, 4.54597, 0.00332562
2.40719, 1.76173, 8.99858e-14, 5.05658, 0.00256887
1.85361, 1.76173, 2.07831e-14, 4.503, 0.00162721
2.6366, 1.76173, 1.29213e-14, 5.28599, 0.000568329
1.93072, 1.76173, 1.1493e-14, 4.5801, 0.00305823
1.46985, 1.76173, 3.62675e-14, 4.11924, 0.00175958
1.92173, 1.76173, 6.02751e-14, 4.57112, 0.00192821
2.404, 1.76173, 1.2274e-13, 5.05338, 0.00140746
3.24011, 1.76173, 3.83098e-15, 5.8895, 0.00187027
5.98309, 1.76173, 3.92706e-15, 8.63247, 0.000773601
2.84378, 1.76173, 2.25581e-15, 5.49317, 0.00131026
2.24251, 1.76173, 8.87991e-15, 4.8919, 0.000886498
3.36317, 1.76173, 1.26208e-15, 6.01256, 0.00231865
2.36475, 1.76173, 8.07951e-16, 5.01414, 0.0029088
2.8846, 1.76173, 2.58278e-15, 5.53399, 0.000594249
4.19303, 1.76173, 6.53446e-16, 6.84242, 0.000620239
3.61116, 1.76173, 2.6346e-15, 6.26055, 0.000978358
2.35756, 1.76173, 3.92453e-16, 5.00694, 0.0015721
2.99427, 1.76173, 3.65081e-16, 5.64366, 0.000749322
2.70395, 1.76173, 2.26375e-16, 5.35334, 0.00174986
2.3547, 1.76173, 1.9789e-16, 5.00409, 0.000596683
3.8437, 1.76173, 7.17916e-16, 6.49309, 0.00141896
3.36404, 1.76173, 1.50737e-15, 6.01342, 0.00163065
3.28932, 1.76173, 1.22493e-16, 5.9387, 0.00164871
1.88707, 1.76173, 7.07437e-17, 4.53646, 0.00126856
3.16416, 1.76173, 4.46081e-17, 5.81355, 0.00223552
2.99035, 1.76173, 4.52876e-17, 5.63974, 0.00109258
1.95565, 1.76173, 3.61087e-17, 4.60503, 0.000990351
2.11411, 1.76173, 1.13973e-16, 4.76349, 0.00077864
2.6621, 1.76173, 1.59732e-17, 5.31149, 0.000879123
2.323, 1.76173, 1.29805e-17, 4.97239, 0.000750938
2.12528, 1.76173, 1.04197e-17, 4.77467, 0.00119621
2.8515, 1.76173, 7.2138e-18, 5.50088, 0.000700849
4.62076, 1.76173, 6.26693e-18, 7.27015, 0.00220993
2.62886, 1.76173, 5.70964e-18, 5.27825, 0.00160945
3.20277, 1.76173, 1.70924e-17, 5.85215, 0.00194222
1.60256, 1.76173, 2.78797e-18, 4.25194, 0.000393122
3.31021, 1.76173, 2.87981e-18, 5.9596, 0.00068137
3.65374, 1.76173, 8.6514e-18, 6.30312, 0.00134234
2.47838, 1.76173, 1.74057e-18, 5.12777, 0.00130657
3.32669, 1.76173, 1.09272e-18, 5.97608, 0.000671079
2.65355, 1.76173, 1.0053e-18, 5.30293, 0.00141809
2.83966, 1.76173, 5.80427e-19, 5.48905, 0.000648632
4.01293, 1.76173, 4.57753e-19, 6.66231, 0.00470005
2.63871, 1.76173, 3.47371e-19, 5.2881, 0.00312925
3.07815, 1.76173, 1.08579e-18, 5.72753, 0.0012931
1.70704, 1.76173, 2.8661e-18, 4.35643, 0.00231109
2.99461, 1.76173, 3.58591e-18, 5.64399, 0.00192115
1.45425, 1.76173, 5.12208e-18, 4.10364, 0.000798763
3.57666, 1.76173, 1.08292e-19, 6.22604, 0.00398419
2.36509, 1.76173, 3.35178e-19, 5.01447, 0.000848498
2.36897, 1.76173, 7.16333e-19, 5.01835, 0.00158075
3.41039, 1.76173, 9.80387e-19, 6.05978, 0.00253794
2.70788, 1.76173, 2.7827e-20, 5.35726, 0.000527787
2.55653, 1.76173, 4.79341e-20, 5.20591, 0.000681247
3.24691, 1.76173, 9.09201e-20, 5.89629, 0.00102511
3.03898, 1.76173, 1.40488e-20, 5.68836, 0.00189243
2.64271, 1.76173, 1.00817e-20, 5.2921, 0.00142373
3.8194, 1.76173, 9.80158e-21, 6.46878, 0.00135137
3.92762, 1.76173, 6.67851e-21, 6.577, 0.000987505
2.32738, 1.76173, 6.53614e-21, 4.97677, 0.00457934
2.68013, 1.76173, 4.3006e-21, 5.32952, 0.00116451
2.59224, 1.76173, 1.64501e-20, 5.24163, 0.0035721
2.50489, 1.76173, 3.8057e-20, 5.15427, 0.00116556
3.82432, 1.76173, 5.29701e-20, 6.4737, 0.00449301
1.9596, 1.76173, 6.71451e-20, 4.60898, 0.00226179
2.66279, 1.76173, 1.27101e-19, 5.31218, 0.00271391
1.76559, 1.76173, 7.76478e-20, 4.41498, 0.00271449
1.41206, 1.76173, 4.80323e-22, 4.06144, 0.00204174
1.78557, 1.76173, 3.64463e-22, 4.43495, 0.00150576
1.98916, 1.76173, 2.4968e-22, 4.63855, 0.0017008
2.93082, 1.76173, 2.26549e-22, 5.58021, 0.000916374
2.3446, 1.76173, 1.53485e-22, 4.99398, 0.00194383
1.61378, 1.76173, 1.14779e-22, 4.26317, 0.00049896
4.04649, 1.76173, 3.50312e-22, 6.69588, 0.000844121
2.45987, 1.76173, 8.08177e-22, 5.10925, 0.00239173
2.77987, 1.76173, 6.00431e-23, 5.42925, 0.00211726
2.25106, 1.76173, 2.19779e-22, 4.90045, 0.00303113
1.62007, 1.76173, 3.77041e-23, 4.26945, 0.00129921
3.34962, 1.76173, 3.34576e-23, 5.99901, 0.00144334
3.58071, 1.76173, 1.12516e-22, 6.2301, 0.00155948
1.25817, 1.76173, 2.53971e-23, 3.90756, 0.000801837
2.47958, 1.76173, 1.05876e-23, 5.12897, 0.00125201
3.36331, 1.76173, 1.03376e-23, 6.0127, 0.000939693
1.78744, 1.76173, 8.51891e-24, 4.43683, 0.00213113
4.26988, 1.76173, 1.05043e-23, 6.91927, 0.000941865
3.55928, 1.76173, 2.45055e-23, 6.20866, 0.00147699
5.38757, 1.76173, 3.79208e-23, 8.03696, 0.000439813
4.08995, 1.76173, 3.25623e-24, 6.73933, 0.00135644
4.74376, 1.76173, 8.41539e-24, 7.39314, 0.00114705
2.11529, 1.76173, 2.0684e-24, 4.76468, 0.00162874
