Energy-Curvature, -Area, -Regularization, -Total ((pN.nm)); Mean Force (pN)
6.02797, 2.6925e-06, 211.484, 234227, 2.75366
69.3504, 0.000428715, 349.713, 233399, 2.84229
97.3084, 0.000746825, 843.003, 233190, 6.33496
112.285, 0.000983684, 1061.33, 233189, 4.96061
133.635, 0.00137056, 1321.14, 233183, 3.56447
167.094, 0.00210735, 1639.24, 233137, 3.47512
229.252, 0.00394142, 2178.72, 233092, 5.80145
374.713, 0.0107031, 3322.69, 233045, 7.88172
743.802, 0.0436285, 4743.52, 232424, 7.24985
1427, 0.16639, 7701.07, 232171, 11.874
2435.04, 0.511318, 10117.5, 230181, 14.1114
3517.37, 1.2878, 15097.6, 230146, 20.3377
3710.78, 1.86298, 13540.1, 224883, 21.7068
3106.89, 1.51735, 10962, 222635, 21.6131
2728.24, 1.29699, 9310.96, 220980, 20.7027
2509.2, 1.19119, 6122.18, 217763, 16.6384
2292.93, 1.07985, 5586.65, 217398, 16.6083
2155.82, 1.01754, 3862.77, 215637, 13.3847
2017.23, 0.952556, 3524.75, 215357, 13.2142
1923.15, 0.912208, 2548.34, 214308, 10.343
1828.02, 0.871195, 2259.94, 213953, 9.84856
1759.99, 0.843718, 1735.42, 213531, 7.44267
1691.61, 0.816728, 1544.68, 213407, 6.81062
1628.38, 0.792965, 1547.82, 213309, 7.33871
1578.55, 0.775444, 1360.29, 213030, 6.3885
1531.27, 0.759502, 1341.79, 212908, 6.61437
1484.54, 0.745136, 1458.84, 212907, 8.03759
1456.35, 0.736947, 1115.75, 212648, 5.11486
1420.44, 0.727681, 1130.25, 212541, 5.83608
1392.87, 0.721233, 1088.69, 212382, 5.47306
1365.39, 0.716062, 1094.03, 212269, 6.01672
1343.91, 0.712497, 1037.49, 212093, 5.34386
1322.39, 0.710167, 1022.97, 211959, 5.58978
1301.17, 0.70841, 1134.99, 211923, 6.84913
1284.53, 0.708508, 1095.38, 211766, 6.80475
1267.9, 0.708901, 1223.68, 211745, 7.99125
1254.9, 0.710831, 1136.56, 211543, 7.48662
1241.69, 0.712883, 1240.63, 211498, 8.3488
