,Type,Index,Particle,Molecule,Molecule Index,X,Y,Z,Occupancy,Atom
0,ATOM,1,COM,A,0,-0.75371154864561,7.622064862592543,4.230558581608026,0,0CL
1,ATOM,2,b,A,0,0.22436533330365874,6.720353518834864,3.515082330754641,0,0CL
2,ATOM,3,c,A,0,-1.0445800482190475,6.283508080352529,5.242379838883867,0,0CL
3,ATOM,4,d,A,0,-0.005383293014400332,8.272790204619502,2.480806784618567,0,0CL
4,ATOM,5,p,A,0,-1.004265759611073,8.09840561473112,2.482764521880325,0,0CL
5,ATOM,6,q,A,0,-1.861784108018473,6.9626140160687795,5.170257354717804,0,0CL
6,ATOM,7,COM,A,1,-0.7105166027799052,1.5767294776703988,4.870757988402741,0,0CL
7,ATOM,8,b,A,1,-0.8783492392513477,0.310496246609675,4.065419791933361,0,0CL
8,ATOM,9,c,A,1,-2.1414450204696838,1.105777978329852,5.663514286843013,0,0CL
9,ATOM,10,d,A,1,0.47505869164642733,1.3384303714112302,3.2631278203597525,0,0CL
10,ATOM,11,p,A,1,-0.17878524396719772,2.111124761560205,3.204259430764149,0,0CL
11,ATOM,12,q,A,1,-1.9667942938257945,2.1562379139121246,5.663296527090374,0,0CL
12,ATOM,13,COM,A,2,1.6452172613156795,0.4864846780724477,4.862258664734591,0,0CL
13,ATOM,14,b,A,2,2.5861457536975645,-0.29932255691129656,3.979760754441825,0,0CL
14,ATOM,15,c,A,2,1.4009910343623573,-0.9835859458479044,5.686190039762062,0,0CL
15,ATOM,16,d,A,2,2.31042944769276,1.3836880314788333,3.1905472991777994,0,0CL
16,ATOM,17,p,A,2,1.3128050258532942,1.20709306199835,3.214562496525585,0,0CL
17,ATOM,18,q,A,2,0.5831462175911999,-0.30478018786153566,5.750762468902347,0,0CL
18,ATOM,19,COM,A,3,3.763485637695995,1.975140465998245,4.671104196562806,0,0CL
19,ATOM,20,b,A,3,4.837590450183437,2.388606964607707,3.693777073067861,0,0CL
20,ATOM,21,c,A,3,4.97606843196016,1.0273388126460055,5.400359291133506,0,0CL
21,ATOM,22,d,A,3,3.184314170989159,2.99381972784608,3.036432372117977,0,0CL
22,ATOM,23,p,A,3,2.839003640444318,2.0417076237720133,3.094502835957206,0,0CL
23,ATOM,24,q,A,3,3.987404681108899,0.662735969983259,5.549509399664883,0,0CL
24,ATOM,25,COM,A,4,-1.4703746565901867,-1.1475086534720533,4.90853818015792,0,0CL
25,ATOM,26,b,A,4,-1.2825428818877138,0.09034543846605779,4.063963451975605,0,0CL
26,ATOM,27,c,A,4,-0.059863578493218814,-0.6486530791378778,5.719428193983125,0,0CL
27,ATOM,28,d,A,4,-2.615738529499336,-0.9645224235544048,3.264848842632369,0,0CL
28,ATOM,29,p,A,4,-1.9607211508483953,-1.7393590589454195,3.2484043261841933,0,0CL
29,ATOM,30,q,A,4,-0.23380701525559247,-1.6980597748321822,5.751401117516802,0,0CL
30,ATOM,31,COM,A,5,6.4863215017664455,2.6571434960444194,4.322652299825879,0,0CL
31,ATOM,32,b,A,5,5.227597243363665,2.145987101854119,3.664039832598955,0,0CL
32,ATOM,33,c,A,5,5.453058269759148,3.700382895504456,5.1860720406217755,0,0CL
33,ATOM,34,d,A,5,6.701008480209636,1.4461734199528042,2.732315550549931,0,0CL
34,ATOM,35,p,A,5,7.037466158236995,2.393605475508143,2.5991137074596375,0,0CL
35,ATOM,36,q,A,5,6.445615413254253,4.0675471475427125,5.0674224349670824,0,0CL
36,ATOM,37,COM,A,6,-5.790337790302257,1.9609371715847128,4.569176903557919,0,0CL
37,ATOM,38,b,A,6,-4.729621618900565,1.1547212214553155,3.8587382746223255,0,0CL
38,ATOM,39,c,A,6,-6.154553369111037,0.5154714844145906,5.389768738374003,0,0CL
39,ATOM,40,d,A,6,-4.884162051233346,2.8117818994383375,2.9873846355888523,0,0CL
40,ATOM,41,p,A,6,-5.8749114072655315,2.6317487429029027,2.869305102774252,0,0CL
41,ATOM,42,q,A,6,-6.972837839524984,1.191397490950346,5.3126742562884495,0,0CL
42,ATOM,43,COM,A,7,-1.4139063949842572,-7.211447386788871,4.479311696805116,0,0CL
43,ATOM,44,b,A,7,-2.3737407488102145,-6.335510820336409,3.710123719281431,0,0CL
44,ATOM,45,c,A,7,-1.147095733948905,-5.838465914346488,5.451506609097833,0,0CL
