E_Curvature, E_Area, E_Regularization, E_Total ((pN.nm)), Mean Force (pN)
13.3096, 6661.84, 0, 6704.32, 0.0834358
11.4571, 4786.34, 499.043, 5313.22, 1.19051
16.2541, 4881.9, 286.921, 5201.39, 0.840725
12.0678, 4881.9, 525.186, 5435.47, 0.330963
10.6986, 4881.9, 420.035, 5328.95, 0.160502
17.4856, 4881.9, 468.243, 5383.94, 0.536369
17.4185, 4881.9, 396.912, 5312.54, 0.543008
20.7761, 4881.9, 231.852, 5150.84, 0.272427
13.4765, 4881.9, 407.629, 5319.32, 1.17472
17.7178, 4881.9, 403.418, 5319.35, 0.447795
11.9781, 4881.9, 356.809, 5267, 0.937275
11.5004, 4881.9, 517.954, 5427.67, 0.303972
15.3667, 4881.9, 521.729, 5435.31, 0.46522
10.5191, 4881.9, 549.539, 5458.27, 0.289124
15.6101, 4881.9, 312.618, 5226.44, 0.298236
9.84781, 4881.9, 512.089, 5420.15, 0.984453
17.503, 4881.9, 311.773, 5227.49, 0.62513
11.3914, 4881.9, 286.225, 5195.83, 0.35603
22.2035, 4881.9, 377.356, 5297.77, 0.447743
15.0364, 4881.9, 172.932, 5086.18, 0.622537
17.5644, 4881.9, 255.617, 5171.39, 0.406514
15.8505, 4881.9, 451.866, 5365.93, 0.351107
33.5399, 4881.9, 205.468, 5137.22, 0.24062
12.0434, 4881.9, 300.119, 5210.37, 0.47666
9.46161, 4881.9, 355.609, 5263.28, 1.3592
18.6301, 4881.9, 629.296, 5546.14, 0.471873
14.5757, 4881.9, 392.903, 5305.69, 0.352836
10.767, 4881.9, 469.11, 5378.09, 0.467417
10.3285, 4881.9, 377.152, 5285.69, 0.540833
21.9908, 4881.9, 618.957, 5539.16, 0.809253
17.4678, 4881.9, 326.305, 5241.99, 0.658449
21.8196, 4881.9, 318.856, 5238.89, 0.34795
9.55086, 4881.9, 194.831, 5102.59, 0.534178
14.2732, 4881.9, 352.938, 5265.42, 0.401504
13.7239, 4881.9, 265.61, 5177.55, 0.17424
19.65, 4881.9, 514.333, 5432.19, 0.799278
17.0041, 4881.9, 289.174, 5204.39, 0.28681
21.422, 4881.9, 306.81, 5226.44, 0.397123
22.9311, 4881.9, 518.832, 5439.97, 0.797021
18.4819, 4881.9, 387.571, 5304.26, 0.566445
8.40098, 4881.9, 529.445, 5436.06, 0.696587
12.296, 4881.9, 289.764, 5200.27, 0.852776
13.9751, 4881.9, 288.998, 5201.18, 0.694577
7.63445, 4881.9, 457.972, 5363.82, 0.754007
12.2314, 4881.9, 500.711, 5411.15, 0.323365
20.0268, 4881.9, 381.872, 5300.11, 0.60074
29.8243, 4881.9, 544.7, 5472.74, 0.515174
8.87696, 4881.9, 414.045, 5321.13, 0.995048
16.4924, 4881.9, 269.457, 5184.16, 0.393946
15.0952, 4881.9, 239.591, 5152.9, 0.519899
21.1778, 4881.9, 278.118, 5197.51, 1.0503
21.557, 4881.9, 171.986, 5091.76, 0.371417
12.8354, 4881.9, 515.594, 5426.64, 0.496067
31.0065, 4881.9, 326.286, 5255.51, 0.768097
15.757, 4881.9, 367.289, 5281.26, 0.576668
12.5395, 4881.9, 658.989, 5569.74, 0.820868
12.5595, 4881.9, 212.636, 5123.41, 0.294097
24.4647, 4881.9, 274.017, 5196.69, 0.435245
18.8621, 4881.9, 373.208, 5290.28, 0.529787
10.8556, 4881.9, 596.729, 5505.8, 0.277445
14.1377, 4881.9, 414.171, 5326.52, 0.334724
7.50508, 4881.9, 406.232, 5311.95, 0.863968
19.9586, 4881.9, 243.278, 5161.45, 0.348722
12.3562, 4881.9, 280.987, 5191.56, 0.228446
17.2582, 4881.9, 316.928, 5232.4, 0.519714
16.0001, 4881.9, 444.347, 5358.56, 0.28356
20.2753, 4881.9, 572.445, 5490.93, 0.276042
8.72365, 4881.9, 281.372, 5188.31, 0.620296
13.5758, 4881.9, 271.856, 5183.64, 0.373583
9.07159, 4881.9, 378.191, 5285.47, 0.824328
12.348, 4881.9, 246.204, 5156.76, 0.406756
18.9877, 4881.9, 254.362, 5171.56, 1.0261
19.4714, 4881.9, 381.366, 5299.05, 0.424074
13.7426, 4881.9, 595.588, 5507.54, 0.507844
24.1549, 4881.9, 441.989, 5364.36, 0.35476
19.6918, 4881.9, 526.786, 5444.69, 0.271783
18.5819, 4881.9, 326.037, 5242.83, 0.700385
21.0117, 4881.9, 316.088, 5235.31, 0.184752
8.80459, 4881.9, 358.479, 5265.5, 0.201449
18.8384, 4881.9, 614.598, 5531.65, 0.186666
11.4421, 4881.9, 502.727, 5412.38, 0.230595
8.6954, 4881.9, 337.971, 5244.88, 0.319665
12.7548, 4881.9, 273.026, 5183.99, 0.530389
17.4116, 4881.9, 230.928, 5146.55, 0.550244
9.71003, 4881.9, 307.643, 5215.57, 1.08541
15.6556, 4881.9, 301.361, 5215.23, 0.897956
18.0594, 4881.9, 480.763, 5397.03, 0.213885
16.7684, 4881.9, 317.248, 5232.23, 0.32796
11.1553, 4881.9, 522.608, 5431.98, 0.684154
18.6744, 4881.9, 310.559, 5227.45, 0.457214
23.3761, 4881.9, 256.92, 5178.51, 0.219739
16.9407, 4881.9, 460.441, 5375.59, 0.759341
15.6919, 4881.9, 233.675, 5147.58, 0.504776
17.1451, 4881.9, 282.817, 5198.17, 0.392472
41.1327, 4881.9, 382.227, 5321.57, 0.458621
11.7764, 4881.9, 262.827, 5172.82, 1.28811
20.4334, 4881.9, 488.395, 5407.04, 1.07061
31.1627, 4881.9, 245.349, 5174.72, 0.303447
10.7582, 4881.9, 310.331, 5219.3, 0.175309
14.87, 4881.9, 408.396, 5321.48, 0.346962
14.0128, 4881.9, 286.907, 5199.13, 0.208791
15.3234, 4881.9, 274.558, 5188.09, 0.204049
18.2958, 4881.9, 464.728, 5381.24, 1.81399
12.3112, 4881.9, 487.789, 5398.31, 0.250781
21.3801, 4881.9, 384.294, 5303.89, 0.620077
12.9964, 4881.9, 354.662, 5265.87, 0.740136
17.0703, 4881.9, 295.699, 5210.98, 0.974475
16.5581, 4881.9, 422.612, 5337.38, 0.499804
19.7264, 4881.9, 382.808, 5300.75, 0.401566
13.6588, 4881.9, 396.386, 5308.26, 0.316284
13.1568, 4881.9, 318.647, 5230.02, 0.210566
19.3149, 4881.9, 385.217, 5302.74, 0.613753
8.28577, 4881.9, 204.766, 5111.26, 0.703024
13.2654, 4881.9, 332.071, 5243.55, 0.55628
17.5835, 4881.9, 392.877, 5308.67, 0.421854
11.3498, 4881.9, 365.764, 5275.33, 0.907887
23.4272, 4881.9, 501.814, 5423.45, 0.392102
19.2148, 4881.9, 202.872, 5120.3, 0.351778
10.0504, 4881.9, 537.889, 5446.15, 0.355274
10.9216, 4881.9, 501.29, 5410.42, 0.678647
12.7763, 4881.9, 261.403, 5172.39, 0.332861
12.19, 4881.9, 362.374, 5272.78, 0.473069
15.9549, 4881.9, 438.018, 5352.19, 0.359542
18.0026, 4881.9, 442.937, 5359.15, 0.294117
16.6368, 4881.9, 415.653, 5330.5, 0.582907
13.6104, 4881.9, 242.767, 5154.59, 0.418948
18.6995, 4881.9, 192.603, 5109.51, 0.340848
11.7802, 4881.9, 335.517, 5245.51, 0.329226
15.7509, 4881.9, 361.113, 5275.08, 0.293296
20.9318, 4881.9, 93.7904, 5012.93, 0.67335
19.2428, 4881.9, 458.36, 5375.82, 0.879532
20.5636, 4881.9, 134.036, 5052.81, 1.24962
8.8362, 4881.9, 241.724, 5148.77, 0.365196
19.0066, 4881.9, 509.874, 5427.09, 0.614972
16.0007, 4881.9, 497.935, 5412.15, 0.195506
