Energy-Curvature, -Area, -Regularization, -Total ((pN.nm)); Mean Force (pN)
0.994285, 1.53359e-07, 0.0223445, 329415, 0.060201
1.28535, 2.70536e-07, 0.315563, 329369, 0.152664
1.41884, 3.39354e-07, 0.0687657, 329347, 0.0968881
1.619, 4.62704e-07, 0.387114, 329315, 0.170053
1.90162, 6.80123e-07, 0.166185, 329270, 0.136193
2.68253, 1.56498e-06, 1.01093, 329156, 0.281578
2.71197, 1.65967e-06, 12.9828, 329154, 1.00343
2.76377, 1.84307e-06, 25.0466, 329144, 1.48841
2.87206, 2.2711e-06, 59.8404, 329127, 2.54858
2.95485, 2.65499e-06, 60.5017, 329093, 2.75022
3.17044, 3.93301e-06, 147.176, 329081, 4.66526
3.26539, 4.62799e-06, 109.214, 329001, 4.22501
3.62865, 8.32402e-06, 253.37, 328983, 5.9182
3.73137, 9.86597e-06, 145.34, 328823, 4.71658
3.7824, 1.07259e-05, 168.965, 328820, 4.88033
3.90279, 1.30125e-05, 184.223, 328774, 5.60769
4.10495, 1.81625e-05, 229.467, 328701, 5.78197
4.09086, 1.83045e-05, 128.874, 328598, 4.58372
4.09278, 1.85596e-05, 133.912, 328596, 4.95407
4.08162, 1.87047e-05, 100.221, 328558, 4.58167
4.08271, 1.89078e-05, 52.7374, 328506, 3.54015
4.07548, 1.90693e-05, 50.4929, 328498, 3.60632
4.07473, 1.92574e-05, 31.3182, 328475, 2.94333
4.06968, 1.94288e-05, 31.6924, 328470, 3.02411
4.06813, 1.96064e-05, 19.5732, 328454, 2.41654
4.06443, 1.97833e-05, 18.8167, 328449, 2.39148
4.06261, 1.99537e-05, 10.5879, 328437, 1.80837
4.05978, 2.0133e-05, 9.16575, 328431, 1.69009
4.05753, 2.03402e-05, 11.6166, 328428, 1.90782
4.05523, 2.05189e-05, 8.83052, 328421, 1.66846
4.05329, 2.07233e-05, 9.91399, 328418, 1.77124
4.05143, 2.09011e-05, 6.54551, 328410, 1.44329
4.04978, 2.11026e-05, 6.46302, 328405, 1.43674
4.04792, 2.13235e-05, 9.19066, 328403, 1.71519
4.04662, 2.1523e-05, 7.93377, 328397, 1.59674
4.04515, 2.17421e-05, 9.97532, 328394, 1.79288
4.04413, 2.19392e-05, 7.48782, 328388, 1.55675
4.04301, 2.21562e-05, 8.29042, 328384, 1.64066
4.04205, 2.23995e-05, 13.0962, 328383, 2.06397
4.04124, 2.26144e-05, 12.7134, 328378, 2.03728
4.04061, 2.28554e-05, 17.7975, 328378, 2.41346
4.04007, 2.30676e-05, 15.078, 328371, 2.22585
