E_Curvature, E_Area, E_Regularization, E_Total ((pN.nm)), Mean Force (pN)
19.1312, 16.1269, 0, 42.0671, 0.00247655
17.4158, 1.70735, 21.9, 44.7783, 0.147967
14.5682, 23.0799, 12.9015, 54.6531, 0.0598301
12.5974, 11.2446, 12.9406, 40.6484, 0.0698812
17.029, 14.1336, 10.7414, 46.0114, 0.243514
17.4433, 13.6308, 6.12081, 41.0808, 0.0549835
15.6536, 13.6373, 2.32849, 35.6606, 0.106293
13.4536, 13.6215, 0.562679, 31.5785, 0.0468764
17.8971, 13.6056, 0.145656, 35.6247, 0.0215402
16.9775, 13.5918, 0.176284, 34.7049, 0.00401187
11.4476, 13.5796, 0.078449, 29.0624, 0.00631406
14.9295, 13.5689, 0.119244, 32.5703, 0.00668147
16.0501, 13.5596, 0.124794, 33.6833, 0.00703012
15.1341, 13.5514, 2.15223e-05, 32.631, 0.000995792
14.9857, 13.4031, 0.00103865, 32.3286, 0.00222604
13.2752, 13.3113, 0.00254828, 30.5227, 0.00268624
14.504, 13.2509, 0.00598978, 31.6903, 0.00558686
13.1831, 13.2091, 0.000113005, 30.3181, 0.00493036
14.3643, 13.1288, 0.00111238, 31.4162, 0.00480531
19.4047, 13.0706, 0.000219517, 36.3944, 0.00284377
14.7042, 13.0117, 0.000258118, 31.6322, 0.00511578
16.7322, 12.9603, 0.000643668, 33.6066, 0.00322297
12.8563, 12.9205, 0.00108933, 29.6892, 0.00178092
10.2841, 12.8891, 0.0021086, 27.0849, 0.0028546
12.1218, 12.864, 0.00238043, 28.8961, 0.00523002
21.7159, 12.8436, 0.00215503, 38.4684, 0.00588783
15.2197, 12.827, 0.003161, 31.9553, 0.00255657
15.1487, 12.8132, 1.37626e-05, 31.8664, 0.00325558
13.7249, 12.7903, 6.29807e-05, 30.4187, 0.00398931
16.5194, 12.7712, 1.85629e-05, 33.1932, 0.00195945
18.4048, 12.7538, 1.73269e-05, 35.0603, 0.00305395
14.6508, 12.7384, 5.62566e-05, 31.2903, 0.00532333
17.4086, 12.7254, 0.000124339, 34.0345, 0.00457475
12.3343, 12.7143, 0.000159697, 28.9486, 0.00302805
14.7607, 12.7047, 6.82486e-06, 31.3647, 0.00179443
11.0807, 12.6954, 2.09879e-05, 27.675, 0.00520607
18.2574, 12.6873, 2.65579e-05, 34.8433, 0.00388314
15.0833, 12.6804, 6.69213e-05, 31.6619, 0.00407266
18.134, 12.6744, 9.28204e-05, 34.7063, 0.0027394
15.393, 12.6691, 1.31632e-06, 31.9598, 0.00215887
13.3298, 12.6642, 7.2417e-06, 29.8915, 0.00559597
21.5052, 12.6599, 1.55869e-06, 38.0624, 0.00612114
15.6131, 12.656, 4.38393e-06, 32.1663, 0.00382487
16.5038, 12.6527, 5.05806e-07, 33.0534, 0.00639681
14.5872, 12.6497, 1.99699e-06, 31.1337, 0.00195498
14.8495, 12.6471, 4.59622e-06, 31.3933, 0.00656606
17.1498, 12.6448, 5.43162e-06, 33.6912, 0.00477187
14.4756, 12.6428, 1.2683e-05, 31.0149, 0.00529235
18.4612, 12.6411, 1.59201e-05, 34.9987, 0.010291
19.0093, 12.6396, 1.65843e-07, 35.5452, 0.0061023
15.0499, 12.6382, 4.23201e-07, 31.5843, 0.00531362
15.5366, 12.637, 8.99759e-07, 32.0697, 0.00260528
19.6678, 12.6359, 7.14674e-08, 36.1998, 0.00122369
12.3712, 12.6349, 1.55984e-07, 28.9022, 0.00581577
16.7285, 12.6341, 4.84995e-07, 33.2587, 0.0028508
14.3916, 12.6334, 5.26557e-07, 30.921, 0.0033191
20.1587, 12.6327, 9.51984e-07, 36.6874, 0.00552747
12.2553, 12.6322, 1.3433e-08, 28.7835, 0.00476063
19.6659, 12.6317, 5.77742e-08, 36.1935, 0.00386675
13.3954, 12.6312, 9.51581e-09, 29.9225, 0.00405701
11.4588, 12.6309, 6.95931e-09, 27.9856, 0.00310867
16.2842, 12.6305, 5.41397e-09, 32.8106, 0.00282391
18.9457, 12.6302, 4.23838e-09, 35.4718, 0.00450564
12.4499, 12.63, 3.17013e-09, 28.9757, 0.00564951
17.4261, 12.6297, 1.40528e-08, 33.9516, 0.0020681
14.2852, 12.6295, 2.89457e-08, 30.8105, 0.00838396
16.7417, 12.6293, 3.69262e-08, 33.2668, 0.0032169
