x,y,z
-8.324115900408328,-11.63284933728811,-3.891745315343087e-06
-4.370758053286937,-13.62022074385459,-2.32469052008355e-06
-0.0001723006022390725,-14.304325091348323,-3.098179490734765e-10
4.37025740190874,-13.620363787105502,2.680713002689572e-06
8.324151661221057,-11.632813576475382,-1.4220885375948455e-06
-11.63284933728811,-8.324115900408328,-3.891745315343087e-06
-7.197721821090106,-7.197721821090106,1.0427018840313238
-3.713152468024926,-8.89353532148218,1.1521942767820974
-0.0006834892615148055,-10.377251441582283,1.0010834926113787
3.7126160558340007,-8.894500863425845,1.1520598373271156
7.197543017026464,-7.197543017026464,1.0427544637744433
11.632813576475382,-8.324115900408328,4.79115711726763e-06
-13.62022074385459,-4.370758053286937,-2.3246905129781226e-06
-8.89353532148218,-3.713152468024926,1.1521942767820974
-3.712079643643075,-3.712079643643075,1.813455807926978
0.0002779820288383358,-5.45810132510578,1.7910087061770739
3.7129736639612845,-3.7129736639612845,1.813322306906386
8.894500863425845,-3.7126160558340007,1.1520598373271156
13.620363787105502,-4.370221641096011,5.942718509288625e-06
-14.304325091348323,-0.0001747441385728021,-3.1867131156104733e-10
-10.377251441582283,-0.0006822876982071324,1.0010834926281547
-5.45810132510578,0.0002802274502695502,1.7910087061644546
-2.6975704191081047e-07,-4.9255513019548814e-08,2.0898102312146705
5.45810132510578,-0.00028024926436531446,1.7910087061643338
10.377251441582283,0.0006821589592813102,1.0010834926299523
14.304325091348323,0.0001846899358088166,-3.559819106158102e-10
-13.620363787105502,4.370221641096011,5.942718509288625e-06
-8.894500863425845,3.7126160558340007,1.1520598373271156
-3.7129736639612845,3.7129736639612845,1.813322306906386
-0.0002789711729184025,5.45810132510578,1.7910087061715245
3.712079643643075,3.712079643643075,1.813455807926978
8.89353532148218,3.713152468024926,1.1521942767820974
13.62022074385459,4.370758053286937,-2.3246905129781226e-06
-11.632813576475382,8.324151661221057,-1.4220885375948455e-06
-7.197543017026464,7.197543017026464,1.0427544637744433
-3.7126160558340007,8.894500863425845,1.1520598373271156
0.0006834749571897142,10.377251441582283,1.0010834926115848
3.713152468024926,8.89353532148218,1.1521942767820974
7.197721821090106,7.197721821090106,1.0427018840313238
11.63284933728811,8.324115900408328,-3.891745315343087e-06
-8.324151661221057,11.632813576475382,-1.4220885375948455e-06
-4.370221641096011,13.620363787105502,5.942718509288625e-06
0.0001763111773865593,14.304325091348323,-3.2441249686598894e-10
4.370758053286937,13.62022074385459,-2.32469052008355e-06
8.324115900408328,11.63284933728811,-3.891745315343087e-06
