E_Curvature, E_Area, E_Regularization, E_Total ((pN.nm)), Mean Force (pN)
68.442, 2014.89, 0, 2096.56, 0.0714591
67.1266, 1054.14, 455.822, 1582.1, 0.293871
58.7049, 1334.61, 196.819, 1595.12, 0.105314
70.3013, 1465.51, 202.431, 1743.18, 0.259212
62.848, 1534.39, 146.891, 1749.03, 0.154515
60.8411, 1584.04, 580.178, 2229.93, 0.23181
54.5006, 1620.66, 105.24, 1785.25, 0.189488
62.0073, 1648.25, 88.4932, 1803.57, 0.196995
62.6048, 1669.42, 64.4856, 1801.31, 0.203311
59.4387, 1685.93, 76.1193, 1826.27, 0.358406
57.9289, 1699.01, 64.3439, 1826.05, 0.124555
62.2002, 1705.71, 63.5648, 1836.23, 0.169412
55.3332, 1711.31, 56.3477, 1827.75, 0.101598
53.4798, 1716.03, 48.7074, 1822.96, 0.178145
59.3755, 1720.01, 58.4915, 1842.62, 0.190377
61.3362, 1723.4, 51.5199, 1840.99, 0.195831
55.9308, 1726.29, 43.822, 1830.77, 0.179563
63.4954, 1728.77, 42.9832, 1839.97, 0.147341
64.7442, 1730.89, 57.2255, 1857.58, 0.181848
48.8294, 1732.72, 53.7072, 1839.98, 0.0763958
55.1315, 1734.31, 39.6619, 1833.81, 0.299148
50.2981, 1735.4, 43.7781, 1834.19, 0.0805617
54.0693, 1735.89, 31.3752, 1826.05, 0.0946756
67.1965, 1736.32, 32.3612, 1840.59, 0.0814969
60.2274, 1736.69, 38.7362, 1840.37, 0.113934
53.5515, 1736.96, 38.0502, 1833.27, 0.125897
55.7893, 1737.1, 45.7912, 1843.39, 0.206014
58.5213, 1737.23, 43.5517, 1844.01, 0.135754
70.6937, 1737.35, 44.1261, 1856.88, 0.141863
50.2124, 1737.45, 47.5164, 1839.88, 0.162043
58.2298, 1737.54, 43.1189, 1843.59, 0.195183
59.1725, 1737.61, 48.9789, 1850.47, 0.120024
56.8732, 1737.68, 53.0548, 1852.32, 0.119484
62.9194, 1737.74, 45.2387, 1850.61, 0.127058
55.9918, 1737.79, 3.7885e-06, 1798.49, 0.0458156
55.8524, 1737.76, 1.38794e-06, 1798.32, 0.0533757
59.9068, 1737.74, 9.39272e-07, 1802.35, 0.045989
60.6074, 1737.72, 7.54407e-07, 1803.03, 0.0456838
59.0632, 1737.7, 9.20009e-07, 1801.46, 0.0391697
55.6151, 1737.68, 1.53826e-07, 1798, 0.0286611
57.8251, 1737.66, 4.52292e-07, 1800.19, 0.0523815
60.692, 1737.65, 1.14156e-06, 1803.05, 0.106035
57.7268, 1737.64, 1.68626e-06, 1800.07, 0.0312343
65.5331, 1737.63, 2.33607e-06, 1807.86, 0.050069
58.3785, 1737.62, 2.21428e-06, 1800.7, 0.045238
67.6189, 1737.61, 3.68075e-06, 1809.93, 0.0519479
52.8381, 1737.6, 3.73024e-06, 1795.14, 0.0547184
56.1338, 1737.59, 4.18771e-06, 1798.43, 0.0263357
58.5219, 1737.59, 4.43138e-06, 1800.82, 0.0360921
54.2292, 1737.58, 4.99035e-06, 1796.52, 0.0424616
65.2756, 1737.58, 6.98465e-06, 1807.56, 0.0352232
56.4991, 1737.58, 5.03113e-06, 1798.78, 0.0289567
59.9256, 1737.57, 5.39529e-06, 1802.2, 0.0397961
64.3377, 1737.57, 7.82756e-06, 1806.61, 0.0531238
55.5843, 1737.57, 6.95878e-06, 1797.86, 0.0389215
55.302, 1737.56, 8.10522e-06, 1797.57, 0.0556059
57.2201, 1737.56, 9.66917e-06, 1799.49, 0.0475202
58.7151, 1737.56, 7.2682e-06, 1800.98, 0.0361828
59.1467, 1737.56, 8.21654e-06, 1801.41, 0.0169577
59.9335, 1737.56, 8.818e-06, 1802.2, 0.104187
62.6411, 1737.56, 9.36283e-06, 1804.9, 0.0702534
52.4548, 1737.56, 8.8027e-06, 1794.72, 0.0226637
58.5512, 1737.55, 9.1501e-06, 1800.81, 0.0421816
61.7972, 1737.55, 8.20059e-06, 1804.06, 0.0367096
61.1366, 1737.55, 7.48693e-06, 1803.4, 0.0482845
56.1771, 1737.55, 1.04673e-05, 1798.44, 0.0334769
60.1624, 1737.55, 6.59021e-06, 1802.42, 0.0659165
58.4907, 1737.55, 1.01699e-05, 1800.75, 0.0568852
59.2728, 1737.55, 8.81566e-06, 1801.53, 0.0462981
59.8633, 1737.55, 7.84228e-06, 1802.12, 0.0599713
59.0434, 1737.55, 1.08128e-05, 1801.3, 0.0337797
55.5563, 1737.55, 9.13172e-06, 1797.81, 0.0457556
57.7207, 1737.55, 1.02529e-05, 1799.98, 0.0347285
64.7361, 1737.55, 1.17666e-05, 1806.99, 0.128317
62.5356, 1737.55, 8.38704e-06, 1804.79, 0.0743341
69.8524, 1737.55, 1.0216e-05, 1812.11, 0.0258697
52.5299, 1737.55, 9.13469e-06, 1794.78, 0.0489411
62.6308, 1737.55, 5.58061e-06, 1804.89, 0.0371927
56.8509, 1737.55, 9.32252e-06, 1799.1, 0.0281783
64.8029, 1737.55, 9.02957e-06, 1807.06, 0.0313787
