E_Curvature, E_Area, E_Regularization, E_Total ((pN.nm)), Mean Force (pN)
48.6896, 332.114, 0, 390.833, 0.0373203
45.5422, 45.791, 471.747, 564.855, 0.463427
36.4277, 440.793, 218.821, 697.996, 0.69595
28.8046, 251.198, 173.539, 455.418, 0.214788
36.8147, 290.545, 137.386, 466.74, 0.379762
43.3604, 286.775, 55.3175, 387.372, 0.173301
40.5646, 286.39, 20.656, 349.61, 0.0797907
38.1936, 286.131, 4.05186, 330.346, 0.245566
39.0012, 285.844, 1.86502, 328.707, 0.0420195
43.2477, 285.604, 1.64213, 332.494, 0.0162839
37.4732, 285.392, 1.95964, 326.832, 0.0159491
38.5685, 285.206, 1.67113, 327.46, 0.0207486
40.44, 285.044, 0.000664437, 327.504, 0.0148442
30.0202, 281.737, 0.0287479, 313.811, 0.0186041
39.4456, 279.759, 0.0890184, 321.323, 0.0210895
40.002, 278.493, 0.113379, 320.643, 0.016098
44.2512, 277.636, 0.186847, 324.113, 0.0150963
47.8482, 277.03, 0.242817, 327.163, 0.0139909
35.8184, 276.584, 0.270877, 314.718, 0.0188065
39.3807, 276.246, 0.314281, 317.989, 0.0122162
43.0529, 275.983, 0.263168, 321.35, 0.0115972
32.9436, 275.774, 0.298357, 311.718, 0.0141891
31.467, 275.606, 0.000193908, 309.776, 0.0301546
40.2783, 274.725, 0.00399134, 317.71, 0.0258582
37.5132, 274.019, 0.00850167, 314.244, 0.010936
35.8266, 273.447, 0.0153613, 311.992, 0.0205209
39.0448, 272.977, 0.024611, 314.751, 0.0117679
37.5837, 272.589, 0.036115, 312.913, 0.0194261
30.8217, 272.266, 0.0381876, 305.83, 0.0184525
35.1879, 271.994, 0.0474209, 309.934, 0.0201296
38.5941, 271.764, 0.000226611, 313.064, 0.0204872
35.7833, 271.455, 0.00082307, 309.944, 0.0139749
36.5439, 271.192, 0.000187946, 310.441, 0.0632949
31.471, 270.954, 0.000670908, 305.131, 0.0176889
37.9672, 270.75, 0.00146191, 311.424, 0.0145644
35.6425, 270.574, 0.00232122, 308.925, 0.0208555
40.2912, 270.423, 0.00253366, 313.422, 0.0254182
39.6091, 270.292, 0.00483531, 312.611, 0.00835149
40.6014, 270.178, 0.00561321, 313.491, 0.0182178
40.1394, 270.079, 0.00626739, 312.931, 0.0363874
36.2943, 269.993, 0.00724465, 309.001, 0.0165888
47.3687, 269.918, 0.00752339, 320.856, 0.0157549
39.9021, 269.853, 0.00546237, 313.322, 0.0108917
39.0436, 269.796, 1.28643e-05, 312.401, 0.0198143
37.5664, 269.737, 4.03413e-05, 310.864, 0.00761713
43.4605, 269.685, 8.69837e-05, 316.706, 0.0144504
37.5194, 269.64, 0.000124641, 310.72, 0.02308
44.9518, 269.6, 0.00018034, 318.112, 0.0160521
38.3645, 269.565, 0.000229697, 311.49, 0.0139313
39.4191, 269.535, 0.000328246, 312.514, 0.0172931
39.9129, 269.508, 0.000294341, 312.981, 0.0134294
46.4663, 269.485, 0.000448657, 319.511, 0.0180113
39.446, 269.464, 0.000407762, 312.47, 0.0144467
40.9379, 269.446, 0.000482953, 313.944, 0.0134891
36.0594, 269.43, 0.000427721, 309.049, 0.0100588
32.9612, 269.416, 7.03567e-07, 305.937, 0.0237843
40.6889, 269.403, 1.91546e-06, 313.652, 0.0298996
38.0028, 269.392, 4.67181e-06, 310.954, 0.0182837
38.2982, 269.382, 7.36034e-06, 311.24, 0.0208965
37.7167, 269.373, 8.43455e-06, 310.65, 0.0212518
37.6145, 269.366, 1.44551e-05, 310.54, 0.051434
41.5563, 269.359, 1.17462e-07, 315.6, 0.0136799
35.9972, 269.353, 4.76051e-07, 310.035, 0.0156163
34.9832, 269.348, 9.42839e-07, 309.015, 0.0141102
36.3699, 269.343, 1.7271e-06, 310.397, 0.0234408
32.9058, 269.339, 2.3026e-06, 306.929, 0.0251956
35.473, 269.336, 2.47404e-06, 309.493, 0.0247224
41.843, 269.333, 3.44098e-06, 315.86, 0.026232
41.8073, 269.33, 2.46047e-08, 315.821, 0.00595867
41.7673, 269.327, 8.29258e-08, 315.779, 0.0151797
34.2269, 269.325, 1.26932e-07, 308.236, 0.0134413
29.5707, 269.323, 2.27096e-07, 303.578, 0.0136144
41.8631, 269.322, 3.38971e-07, 315.869, 0.0238296
38.9577, 269.32, 7.53353e-09, 312.962, 0.0284976
30.3073, 269.319, 2.03539e-08, 304.31, 0.0298632
38.9886, 269.318, 6.48286e-08, 312.99, 0.0241384
42.8932, 269.317, 7.3233e-08, 316.894, 0.0117117
38.6176, 269.316, 1.14442e-07, 312.617, 0.0145185
35.5332, 269.315, 1.31026e-07, 309.532, 0.0282821
36.0157, 269.314, 1.39275e-07, 310.014, 0.0220746
29.1178, 269.314, 2.73042e-07, 303.116, 0.016966
37.9722, 269.313, 2.0176e-07, 313.45, 0.012722
48.2381, 269.313, 2.35221e-07, 323.715, 0.0183766
43.6935, 269.312, 2.24129e-07, 319.17, 0.0232574
35.7596, 269.312, 2.52224e-07, 311.236, 0.0380738
42.2256, 269.312, 2.62453e-07, 317.702, 0.0117246
42.1378, 269.312, 2.64225e-07, 317.614, 0.0215542
35.3326, 269.311, 3.61205e-07, 310.808, 0.00560968
40.327, 269.311, 2.62661e-07, 315.802, 0.00731931
38.8345, 269.311, 4.31945e-07, 314.31, 0.0178472
36.9371, 269.311, 3.9863e-07, 312.412, 0.0225329
39.6399, 269.311, 3.81929e-07, 315.115, 0.0250053
30.2118, 269.31, 3.60092e-07, 305.687, 0.0171053
40.9161, 269.31, 3.20745e-07, 316.391, 0.00882633
41.5402, 269.31, 3.58038e-07, 317.015, 0.0240777
36.3739, 269.31, 4.06926e-07, 311.848, 0.0154158
40.2657, 269.31, 4.53885e-07, 315.74, 0.0146235
41.0825, 269.31, 3.69887e-07, 316.557, 0.00739638
40.3524, 269.31, 1.14702e-11, 315.827, 0.00571484
36.9441, 269.31, 3.4356e-11, 312.418, 0.0151734
38.4194, 269.31, 8.24132e-11, 313.894, 0.0335195
34.8131, 269.31, 1.60026e-10, 312.236, 0.00998255
37.6426, 269.31, 1.80705e-10, 315.065, 0.0213575
40.3831, 269.31, 1.78044e-10, 317.806, 0.0261879
41.6928, 269.31, 2.41128e-10, 319.115, 0.00874351
41.0473, 269.31, 3.16257e-10, 318.47, 0.0214908
43.975, 269.31, 4.57447e-10, 321.397, 0.0233066
37.5529, 269.31, 6.14423e-10, 314.975, 0.030914
38.0195, 269.31, 5.33563e-10, 315.442, 0.0177534
35.6343, 269.31, 4.1141e-10, 313.057, 0.0201915
44.3789, 269.31, 5.75494e-10, 321.801, 0.0150992
34.6794, 269.31, 5.60462e-10, 312.102, 0.0181997
39.0751, 269.31, 5.67081e-10, 316.497, 0.0229238
40.3997, 269.31, 6.06254e-10, 317.822, 0.0235037
38.656, 269.31, 8.3406e-10, 316.078, 0.0141236
39.7788, 269.31, 1.57231e-13, 317.201, 0.0174089
40.505, 269.31, 5.06813e-13, 317.927, 0.0201985
43.4856, 269.31, 1.07799e-12, 320.908, 0.0233538
36.5849, 269.31, 1.43376e-12, 314.007, 0.0207876
35.8801, 269.31, 2.57995e-12, 313.302, 0.0212997
41.7852, 269.31, 3.08248e-12, 319.207, 0.0156272
36.432, 269.31, 2.15965e-14, 316.418, 0.0250504
39.1606, 269.31, 1.32847e-13, 319.147, 0.0106673
42.597, 269.31, 1.59412e-13, 322.583, 0.0299974
32.0138, 269.31, 4.1854e-13, 312, 0.0133685
41.5891, 269.31, 4.39326e-13, 321.575, 0.0169558
42.9016, 269.31, 6.34719e-13, 322.888, 0.0337633
39.4928, 269.31, 7.43422e-13, 319.479, 0.0185269
34.8671, 269.31, 6.35345e-13, 314.853, 0.0272445
33.5886, 269.31, 1.03129e-12, 313.575, 0.018984
37.3787, 269.31, 1.21067e-12, 317.365, 0.0143396
35.6505, 269.31, 1.24807e-12, 315.637, 0.01476
40.2391, 269.31, 1.71828e-12, 320.225, 0.0119753
37.0718, 269.31, 1.41825e-15, 317.058, 0.0384644
41.3822, 269.31, 3.98623e-15, 321.369, 0.0269455
37.1357, 269.31, 8.13257e-15, 317.122, 0.0196647
38.02, 269.31, 1.38871e-14, 318.006, 0.0316488
36.1274, 269.31, 2.15742e-14, 316.114, 0.0130377
39.8117, 269.31, 2.25901e-14, 319.798, 0.0109465
36.1943, 269.31, 3.30553e-14, 316.181, 0.027243
34.2922, 269.31, 4.00741e-14, 314.279, 0.0181304
43.2936, 269.31, 4.97292e-14, 326.655, 0.0162135
36.5371, 269.31, 6.20498e-14, 319.898, 0.034403
41.7168, 269.31, 5.91972e-14, 325.078, 0.014778
42.581, 269.31, 6.27607e-14, 325.942, 0.0169937
45.5994, 269.31, 7.43652e-14, 328.96, 0.0198848
31.4242, 269.31, 7.84476e-14, 314.785, 0.0222345
43.2478, 269.31, 8.19019e-14, 326.609, 0.0142131
42.9163, 269.31, 9.38905e-14, 326.277, 0.0146072
39.149, 269.31, 9.43615e-14, 322.51, 0.00711301
42.9714, 269.31, 1.45039e-17, 326.332, 0.0166594
38.8493, 269.31, 6.36119e-17, 322.21, 0.0299073
44.8996, 269.31, 1.19285e-16, 328.261, 0.0337012
44.3479, 269.31, 1.88027e-16, 327.709, 0.024138
34.4751, 269.31, 2.59652e-16, 317.836, 0.0160736
41.7986, 269.31, 3.56778e-16, 325.16, 0.0229227
41.3657, 269.31, 4.11236e-16, 324.727, 0.0216948
35.8043, 269.31, 6.6927e-16, 319.165, 0.0255455
36.1732, 269.31, 5.93765e-16, 319.534, 0.028242
39.2737, 269.31, 7.24484e-16, 322.635, 0.0170601
32.7635, 269.31, 7.33971e-16, 316.124, 0.0164447
38.5162, 269.31, 7.64817e-16, 326.318, 0.0232668
44.1076, 269.31, 9.03937e-19, 331.91, 0.0134334
35.8627, 269.31, 2.83097e-18, 323.665, 0.0112117
40.154, 269.31, 5.68329e-18, 327.956, 0.0210187
40.2973, 269.31, 9.44413e-18, 328.1, 0.0110164
36.878, 269.31, 1.42423e-17, 324.68, 0.0154378
40.6498, 269.31, 1.23953e-17, 328.452, 0.0259846
